,,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE,
15023,54,Dec 01,R. Chartres,"R. Chartres
Solidus","55
xx","Mar 02
xx","77
82",10,
15024,54,Dec 01,H. MacColl,,,,,8,
15025,54,Dec 01,U.C. Ghosh,,,,,53,
15026,55,Jan 02,J.J. Sylvester,,,,,9,
15027,55,Jan 02,R.W.D. Christie,,,,,9,
15028,55,Jan 02,K.J. Sanjána,,,,,6,
15029,55,Jan 02,H.L. Orchard,θ.β.,xx,xx,77,53,
15030,55,Jan 02,P.A. MacMahon,,,,,10,
15031,55,Jan 02,Aletrop,"D. Biddle
R. Chartres","55
55","Dec 02
Dec 02","78
78",78,
15032,55,Jan 02,R. Knowles,"J. Prescott
T. Peele
A.W. Poole","55
55
55","Jul 02
Jul 02
Jul 02","78
78
78",61,
15033,55,Jan 02,R. Tucker,"K.J. Sanjána
Constance I. Marks","55
55","Oct 02
Oct 02","78
78",41,
15034,55,Jan 02,Prof. Neuberg,"John Prescott
Prof. Neuberg
Constance I. Marks","56
56
56","Jun 03
Jun 03
Jun 03","79
79
79",87,
15035,55,Jan 02,K.J. Sanjána,C.E. Youngman,xx,xx,93,45,
15036,55,Jan 02,E.J. Nanson,,,,,45,
15037,55,Jan 02,C.E. Youngman,,,,,41,
15038,55,Jan 02,N. Bhattacharyya,"R. Tucker
H.L. Trachtenberg","xx
xx","xx
xx","78
78",41,
15039,55,Jan 02,Prof. Morley,,,,,41,
15040,55,Jan 02,R. Chartres,R. Chartres,55,Apr 02,77,14,
15041,55,Jan 02,D. Biddle,,,,,14,
15042,55,Jan 02,H. Bateman,"K.J. Sanjána
T. Roach","55
55","Apr 02
Apr 02","77
77",3,
15043,55,Jan 02,Prof. Cochez,A.M. Nesbitt,xx,,78,79,
15044,55,Feb 02,W.H.H. Hudson,,,,,17,
15045,55,Feb 02,E.V. Huntington,J.H. Taylor,55,May 02,77,41,
15046,55,Feb 02,S. Sircom,,,,,44,
15047,55,Feb 02,W.A. Whitworth,"R.W.D. Christie
A. Cunningham","55
55","Jul 02
Jul 02","78
78",9,
15048,55,Feb 02,R.W.D. Christie,,,,,23,
15049,55,Feb 02,K.J. Sanjána,,,,,9,
,,,,,,,,,
,,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE,
15050,55,Feb 02,L. Isserlis,,,,,9,
15051,55,Feb 02,R. Knowles,"A. Cunningham
C.A.B. Garrett
H.B. Goodwin
J.H. Taylor
T. Peele","55
55
55
55
55","Sep 02
Sep 02
Sep 02
Sep 02
Sep 02","78
78
78
78
78",61,
15052,55,Feb 02,R. Tucker,"K.J. Sanjána
A.W. Poole","xx
xx","xx
xx","81
81",48,
15053,55,Feb 02,A.M. Nesbitt,,,,,45,
15054,55,Feb 02,G.F.S. Hills,"R.F. Whitehead
G.F.S. Hills","55
55","Sep 02
Sep 02","78
78",86,
15055,55,Feb 02,T. Roach,T. Roach,55,Aug 02,78,48,
15056,55,Feb 02,Prof. Neuberg,"J.H. Taylor
K.J. Sanjána","xx
xx","xx
xx","78
78",86,
15057,55,Feb 02,H. Bateman,,,,,86,
15058,55,Feb 02,E.J. Nanson,"K.J. Sanjána
A.M. Nesbitt","55
55","Nov 02
Nov 02","78
78",79,
15059,55,Feb 02,Prof. Cochez,,,,,41,
15060,55,Feb 02,Prof. Morley,K.J. Sanjána,xx,xx,78,41,
15061,55,Feb 02,J. Prescott,"R.F. Whitehead
J. Prescott","55
xx","May 02
xx","77
77",46,
15062,55,Feb 02,K.J. Sanjána,"C.E. Youngman
R.F. Davis
H.W. Webster
S. Constable","55
55
55
55","Jul 02
Jul 02
Jul 02
Jul 02","78
78
78
78",44,
15063,55,Feb 02,U.C. Ghosh,,,,,3,
15064,55,Mar 02,H. MacColl,H. MacColl,xx,xx,77,7,
15065,55,Mar 02,W.A. Whitworth,,,,,10,
15066,55,Mar 02,R. Knowles,,,,,61,
15067,55,Mar 02,Allan Cunningham,A. Cunningham,xx,xx,79,9,
15068,55,Mar 02,R.W.D. Christie,A. Cunningham,55,Nov 02,78,9,
15069,55,Mar 02,Aletrop,A. Cunningham,xx,xx,78,9,
15070,55,Mar 02,C.F. Sandberg,Constance I. Marks,xx,xx,77,23,
15071,55,Mar 02,R.F. Davis,"A. Cunningham
D. Biddle","xx
xx","xx
xx","79
79",22,
15072,55,Mar 02,R. Tucker,L.E. Reay,xx,xx,78,48,
15073,55,Mar 02,A.M. Nesbitt,E.J. Nanson,xx,xx,78,45,
15074,55,Mar 02,Prof. Neuberg,"K.J. Sanjána
F.W. Reeves","57
57","Apr 04
Apr 04","81
81",87,
15075,55,Mar 02,H.L. Trachtenberg,"H.L. Trachtenberg
K.J. Sanjána
W.H. Blythe","58
58
58","May 05
May 05
May 05","83
83
83",87,
15076,55,Mar 02,N. Bhattacharyya,,,,,45,
15077,55,Mar 02,Prof. Cochez,"James Blaikie
Frank Porter
R. Tucker
L.E. Reay","56
56
56
56","Jul 03
Jul 03
Jul 03
Jul 03","80
80
80
80",41,
15078,55,Mar 02,W.H.H, Hudson,"W.H.H. Hudson
J. Prescott","55
55","May 02
May 02","77
77",17
15079,55,Mar 02,T. Roach,"R. Tucker
L.E. Reay
T. Roach
C.E. Youngman","55
55
55
58","Jun 02
Jun 02
Jun 02
Dec 05","77
77
77
84",3,
15080,55,Mar 02,E.J. Nanson,"R. Tucker
T. Roach
E.J. Nanson","55
55
57","Oct 02
Oct 02
Sep 04","78
78
82",41,
15081,55,Mar 02,"D. Biddle
[Revised ET May 02]",C.E. Youngman,xx,xx,90,41,
15082,55,Mar 02,K.J. Sanjána,,,,,41,
15083,55,Mar 02,John Prescott,"D. Biddle
J.H. Taylor
A.M. Nesbitt","56
56
56","Dec 03
Dec 03
Dec 03","80
80
80",41,
15084,55,Apr 02,A.M. Nesbitt,E.J. Nanson,55,Sep 02,78,8,
15085,55,Apr 02,H. MacColl,,,,,7,
15086,55,Apr 02,A. Cunningham,A. Cunningham,xx,xx,78,29,
15087,55,Apr 02,E.B. Escott,E.B. Escott,55,Aug 02,78,9,
15088,55,Apr 02,T. Wiggins,A. Cunningham,55,Sep 02,78,10,
15089,55,Apr 02,R.B. Clayton,R.B. Clayton,55,Jun 02,77,44,
15090,55,Apr 02,E.J. Nanson,,,,,44,
15091,55,Apr 02,W.H.H. Hudson,C.E. Youngman,66,Dec 13,100,44,
15092,55,Apr 02,R. Tucker,"R. Tucker
K.J. Sanjána","55
55","Jul 02
Jul 02","78
78",41,
15093,55,Apr 02,C.E. Youngman,,,,,41,
15094,55,Apr 02,U.C. Ghosh,A.M. Nesbitt,xx,xx,78,48,
15095,55,Apr 02,Prof. Neuberg,C.E. Youngman,xx,xx,80,41,
15096,55,Apr 02,R.W.D. Christie,R.W.D. Christie,xx,xx,78,41,
15097,55,Apr 02,H. Bateman,K.J. Sanjána,55,Jul 02,78,41,
15098,55,Apr 02,D. Biddle,,,,,15,
15099,55,Apr 02,R. Knowles,K.J. Sanjána,xx,xx,77,48,
,,,,,,,,,
,,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE,
15100,55,Apr 02,K.J. Sanjána,,,,,45,
15101,55,Apr 02,Prof. Cochez,"J. Blaikie
K.J. Sanjána","xx
xx","xx
xx","77
77",41,
15102,55,Apr 02,J. Prescott,"J. Prescott
C.E. Youngman
D. Biddle","57
57
57","Oct 04
Oct 04
Oct 04","82
82
82",74,
15103,55,Apr 02,J.S. Lawson,"K.J. Sanjána
A.M. Nesbitt
A.W. Poole
Constance I. Marks","55
55
55
55","Aug 02
Aug 02
Aug 02
Aug 02","78
78
78
78",61,
15104,55,Apr 02,R. Knowles,T. Peele,55,Oct 02,78,61,
15105,55,Apr 02,Saroda Prosad Bauerjee,S.P. Bauerjee,58,Jun 05,83,14,
15106,55,May 02,W.H.H. Hudson,,,,,17,
15107,55,May 02,I. Arnold,M. Peiris,55,Sep 02,78,17,
15108,55,May 02,R.W.D. Christie,A. Cunningham,xx,xx,78,9,
15109,55,May 02,A. Cunningham,A. Cunningham,55,Oct 02,xx,9,
15110,55,May 02,K.J. Sanjána,A. Cunningham,55,Aug 02,78,9,
15111,55,May 02,E.J. Nanson,,,,,41,
15112,55,May 02,G.H. Hardy,,,,,6,
15113,55,May 02,R. Knowles,,,,,6,
15114,55,May 02,A.M. Nesbitt,"A.M. Nesbitt
T. Roach
J. Blaikie
T. Peele
M. Peiris","xx
xx
xx
xx
xx","xx
xx
xx
xx
xx","78
78
78
78
78",62,
15115,55,May 02,R. Tucker,"J.H. Taylor
J. Blaikie
R. Tucker","57
57
57","Jul 04
Jul 04
Jul 04","82
82
82",41,
15116,55,May 02,C.E. Youngman,C.E. Youngman,62,Jan 09,91,41,
15117,55,May 02,D. Biddle,"A.M. Nesbitt
T. Roach
ξ
A.W. Poole
J.H. Taylor","xx
xx
xx
xx
xx","xx
xx
xx
xx
xx","79
79
79
79
79",41,
15118,55,May 02,Prof. Neuberg,"D. Biddle
Prof. Neuberg","55
55","Oct 02
Oct 02","78
78",41,
15119,55,May 02,H. Bateman,"G.F.S. Hills
K.J. Sanjána","55
55","Dec 02
Dec 02","78
78",41,
15120,55,May 02,Prof. Cochez,"K.J. Sanjána
W. Scrimgeour
J.H. Taylor
A.W. Poole
V. Daniel","56
56
56
56
56","Oct 03
Oct 03
Oct 03
Oct 03
Oct 03","80
80
80
80
80",48,
15121,55,May 02,R. Knowles,"A.M. Nesbitt
A.W. Poole","56
56","Aug 03
Aug 03","80
80",87,
15122,55,May 02,K.J. Sanjána,,,,,87,
15123,55,May 02,G.F.S. Hills,,,,,23,
15124,55,May 02,U.C. Ghosh,,,,,3,
15125,55,Jun 02,G.H. Hardy,G.H. Hardy,57,Jan 04,81,68,
15126,55,Jun 02,A.M. Nesbitt,"A. Cunningham
A.M. Nesbitt","xx
xx","xx
xx","78
78",9,
15127,55,Jun 02,A. Cunningham,"A, Cunningham
J. Blaikie","57
57","May 04
May 04","81
81",29,
15128,55,Jun 02,R.W.D. Christie,"J. Blaikie
A. Cunningham
S. Sircom
R.W.D. Christie
K.J. Sanjána","xx
xx
xx
xx
xx","xx
xx
xx
xx
xx","78
78
78
78
78",61,
15129,55,Jun 02,H.W. Webster,"J. Blaikie
J.C. St. Clair","56
56","Jan 03
Jan 03","79
79",12,
15130,55,Jun 02,H.L. Orchard,D. Biddle,55,Aug 02,78,13,
15131,55,Jun 02,C.E. Youngman,"R. Tucker
K.J. Sanjána
D. Biddle","55
55
55","Nov 02
Nov 02
Nov 02","78
78
78",41,
15132,55,Jun 02,Prof. Neuberg,"J.H. Taylor
R. Tucker","56
56","Mar 03
Mar 03","79
79",47,
15133,55,Jun 02,John Prescott,"A.M. Nesbitt
A.W. Poole
R. Tucker
L.E. Reay
D. Biddle","xx
xx
xx
xx
xx","xx
xx
xx
xx
xx","80
80
80
80
80",74,
15134,55,Jun 02,S. Sircom,,,,,44,
15135,55,Jun 02,W.H. Blythe,,,,,79,
15136,55,Jun 02,Prof. Cochez,A.M. Nesbitt,55,Oct 02,78,79,
15137,55,Jun 02,R. Knowles,"L.E. Reay
A.M. Nesbitt","56
56","Mar 03
Mar 03","79
79",87,
15138,55,Jun 02,K.J. Sanjána,"R.F. Davis
J.H. Taylor","xx
xx","xx
xx","79
79",86,
15139,55,Jun 02,M. Peiris,,,,,86,
15140,55,Jun 02,U.C. Ghosh,"R. Tucker
K.J. Sanjána
A.M. Nesbitt","xx
xx
xx","xx
xx
xx","79
79
79",48,
15141,55,Jun 02,G. Richardson,R.F. Davis,57,Jun 04,81,75,
15142,55,Jun 02,E.J. Nanson,"A.W. Poole
E.J. Nanson","xx
xx","xx
xx","78
82",22,
15143,55,Jun 02,J.S. Lawson,T. Roach,xx,xx,78,61,
15144,55,Jun 02,R. Knowles,L.E. Reay,xx,xx,78,61,
15145,55,Jul 02,R. Chartres,R. Chartres (ps),56,Jun 03,78,14,
15146,55,Jul 02,E.J. Nanson,"T. Muir
A.M. Nesbitt","55
55","Dec 02
Dec 02","78
78",25,
15147,55,Jul 02,A. Cunningham,A. Cunningham,56,Nov 03,80,9,
15148,55,Jul 02,R.W.D. Christie,Allan Cunningham,56,Jul 03,80,9,
15149,55,Jul 02,D. Biddle,,,,,9,
,,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE,
15150,55,Jul 02,H.L. Orchard,"R.W.D. Christie
T. Roach
J. Blaikie","55
55
55","Oct 02
Oct 02
Oct 02","78
78
78",61,
15151,55,Jul 02,R. Knowles,"Allan Cunningham
F.W. Reeves","56
56","Jun 03
Jun 03","79
79",61,
15152,55,Jul 02,Prof. Cochez,"R.W.D. Christie
A.M. Nesbitt
R. Tucker
F.W. Reeves","xx
xx
xx
xx","xx
xx
xx
xx","79
79
79
79",22,
15153,55,Jul 02,"R. Tucker
[Restated ET Aug 02]","D. Biddle
R. Tucker
F.W. Reeves
M. Rampal
T. Savage","xx
xx
xx
xx
xx","xx
xx
xx
xx
xx","79
79
79
79
79",41,
15154,55,Jul 02,C.E. Hillyer,,,,,41,
15155,55,Jul 02,W.C. Stanham,,,,,44,
15156,55,Jul 02,George Scott,"R. Tucker
K.J. Sanjána
G. Scott","xx
xx
xx","xx
xx
xx","79
79
79",86,
15157,55,Jul 02,R. Knowles,,,,,48,
15158,55,Jul 02,H. Bateman,R.F. Davis,xx,xx,78,79,
15159,55,Jul 02,S, Sircom,,,,,79
15160,55,Jul 02,H.L. Trachtenberg,H.L. Trachtenberg,xx,xx,79,79,
15161,55,Jul 02,A.M. Nesbitt,A.M. Nesbitt,xx,xx,79,79,
15162,55,Jul 02,Prof. Neuberg,,,,,15,
15163,55,Jul 02,T. Roach,"R. Tucker
F.W. Reeve
C.M. Ross","56
56
56","Aug 03
Aug 03
Aug 03","80
80
80",25,
15164,55,Jul 02,K.J. Sanjána,,,,,9,
15165,55,Aug 02,K.J. Sanjána,Allan Cunningham,56,Apr 03,79,9,
15166,55,Aug 02,E.J. Nanson,,,,,9,
15167,55,Aug 02,A. Cunningham,,,,,9,
15168,55,Aug 02,R.W.D. Christie,R.W.D. Christie,56,Apr 03,79,9,
15169,55,Aug 02,A.M. Nesbitt,"J. Prescott
A.M. Nesbitt","xx
xx","xx
xx","78
79",8,
15170,55,Aug 02,V. Daniel,K.J. Sanjána,xx,xx,79,79,
15171,55,Aug 02,A.M. Nesbitt,A.M. Nesbitt,xx,xx,80,79,
15172,55,Aug 02,E.J. Nanson,K.J. Sanjána,55,Dec 02,78,61,
15173,55,Aug 02,Prof. Neuberg,"R. Tucker
F.W. Reeves
M. Rampal","57
57
57","Apr 04
Apr 05
Apr 04","81
81
81",22,
15174,55,Aug 02,W.H. Blythe,W.H. Blythe,xx,xx,79,48,
15175,55,Aug 02,R. Knowles,"R. Tucker
L.E. Reay
F.W. Reeves","xx
xx
xx","xx
xx
xx","81
81
81",45,
15176,55,Aug 02,Prof. Cochez,,,,,86,
15177,55,Aug 02,R. Tucker,"T. Savage
R. Tucker","xx
xx","xx
xx","80
80",41,
15178,55,Aug 02,C.A. Laisant,R.F. Davis,xx,xx,79,41,
15179,55,Aug 02,C.E. Youngman,"R.F. Davis
W.H. Blythe","xx
xx","xx
xx","79
79",74,
15180,55,Aug 02,K.J. Sanjána,"R.F. Davis
W. Bush","56
56","Jun 03
Jun 03","79
79",47,
15181,55,Aug 02,D. Biddle,,,,,44,
15182,55,Aug 02,G. Heppel,"R. Tucker
L.E. Reay
R.F. Davis
H. Bateman","55
55
55
55","Dec 02
Dec 02
Dec 02
Dec 02","78
78
78
78",17,
15183,55,Aug 02,A.F. van der Heyden,A.F. van der Heyden,55,Nov 02,78,11,
15184,55,Aug 02,H. Bateman,H. Bateman,xx,xx,79,44,
15185,55,Sep 02,S. Sircom,,,,,10,
15186,55,Sep 02,G.H. Hardy,,,,,6,
15187,55,Sep 02,H.L. Orchard,D. Biddle,56,Feb 03,79,14,
15188,55,Sep 02,A. Cunningham,A. Cunningham,xx,xx,79,9,
15189,55,Sep 02,R.W.D. Christie,"A. Cunningham
R.W.D. Christie","xx
xx","xx
xx","81
81",9,
15190,55,Sep 02,E.J. Nanson,,,,,25,
15191,55,Sep 02,R.W.D. Christie,A. Cunningham,56,Mar 03,79,28,
15192,55,Sep 02,R.C. Archibald,,,,,79,
15193,55,Sep 02,A.S. Tombe,J. Cullen,56,Jan 03,79,79,
15194,55,Sep 02,J. Blaikie,,,,,76,
15195,55,Sep 02,R. Tucker,"R. Tucker
A.M. Nesbitt
F.W. Reeves","xx
xx
xx","xx
xx
xx","80
80
80",25,
15196,55,Sep 02,C.E, Youngman,K.J. Sanjána,56,Jan 03,79,41
15197,55,Sep 02,E.J. Nanson,E.J. Nanson,xx,xx,79,45,
15198,55,Sep 02,K.J. Sanjána,A.M. Nesbitt,57,Nov 04,82,52,
15199,55,Sep 02,Prof. Neuberg,"Prof. Neuberg
J. Cullen","55
55","Nov 02
Nov 02","78
78",44,
,,,,,,,,,
,,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE,
15200,55,Sep 02,R. Knowles,F.W. Reeves,56,Mar 03,79,45,
15201,55,Sep 02,Prof. Cochez,,,,,43,
15202,55,Sep 02,R. Chartres,R. Chartres,56,Feb 03,79,41,
15203,55,Sep 02,A.M. Nesbitt,,,,,17,
15204,55,Sep 02,V. Daniel,V. Daniel,56,Apr 03,79,41,
15205,55,Oct 02,J.C. St. Clair,,,,,12,
15206,55,Oct 02,H. MacColl,H. MacColl,56,Feb 03,79,7,
15207,55,Oct 02,E.J. Nanson,,,,,53,
15208,55,Oct 02,G.H. Hardy,,,,,6,
15209,55,Oct 02,T. Muir,,,,,66,
15210,55,Oct 02,J.S. Lawson,,,,,61,
15211,55,Oct 02,R.W.D. Christie,"A. Cunningham
R.W.D. Christie","xx
xx","xx
xx","79
79",9,
15212,55,Oct 02,K.J. Sanjána,,,,,78,
15213,55,Oct 02,M.R. Peiris,Allan Cunningham,56,Apr 03,79,10,
15214,55,Oct 02,D. Biddle,A. Cunningham,xx,xx,81,9,
15215,55,Oct 02,W.P. Workman,J. Blaikie,56,Jan 03,79,9,
15216,55,Oct 02,R.C. Archibald,"S. Sircom
θ.β.","57
xx","Sep 04
xx","82
78",76,
15217,55,Oct 02,R. Tucker,R. Tucker,xx,xx,79,48,
15218,55,Oct 02,J. Blaikie,"K.J. Sanjána
J. Blaikie
B.C. Wallis
I. Arnold","xx
xx
xx
xx","xx
xx
xx
xx","80
80
80
80",46,
15219,55,Oct 02,Prof. Neuberg,D. Biddle,xx,xx,79,41,
15220,55,Oct 02,A.M. Nesbitt,"R. Tucker
K.J. Sanjána
A.M. Nesbitt","56
56
xx","Mar 03
Mar 03
xx","79
79
79",44,
15221,55,Oct 02,H. Bateman,"R.F. Davis
A.M. Nesbitt
R. Tucker","xx
xx
xx","xx
xx
xx","79
79
79",48,
15222,55,Oct 02,I. Arnold,Constance I. Marks,56,Oct 03,80,17,
15223,55,Nov 02,E.J. Nanson,E.J. Nanson,59,Dec 06,86,51,
15224,55,Nov 02,W.A. Whitworth,"W.H. Blythe
J. Blaikie","56
56","Feb 03
Feb 03","79
79",61,
15225,55,Nov 02,R.W.D. Christie,"A. Cunningham
R.W.D. Christie","56
xx","Feb 03
xx","79
79",9,
15226,55,Nov 02,A. Cunningham,A. Cunningham,xx,xx,79,9,
15227,55,Nov 02,G. Heppel,"R.F. Davis
R. Tucker
D.. Biddle","56
56
56","Mar 03
Mar 03
Mar 03","79
79
79",22,
15228,55,Nov 02,T. Roach,,,,,61,
15229,55,Nov 02,"J. Blaikie
[Corrected ET Dec 02]","R.W.D. Christie
J. Blaikie","56
56","Jun 03
Jun 03","79
79",64,
15230,55,Nov 02,D. Biddle,,,,,14,
15231,55,Nov 02,R.C. Archibald,,,,,44,
15232,55,Nov 02,A.M. Nesbitt,,,,,56,
15233,55,Nov 02,Prof. Cochez,A.M. Nesbitt,xx,xx,79,44,
15234,55,Nov 02,Prof. Neuberg,,,,,44,
15235,55,Nov 02,R. Tucker,,,,,41,
15236,55,Nov 02,J. Cullen,"R. Tucker
K.J. Sanjána","xx
xx","xx
xx","79
79",41,
15237,55,Nov 02,W.H. Salmon,"R.F. Davis
K.J. Sanjána
W.H. Salmon","56
56
56","Feb 03
Feb 03
Feb 03","79
79
79",41,
15238,55,Nov 02,K.J. Sanjána,"R.F. Davis
R. Tucker
D. Biddle
T. Savage","56
56
56
56","Sep 03
Sep 03
Sep 03
Sep 03","80
80
80
80",41,
15239,55,Nov 02,C.E. Youngman,,,,,41,
15240,55,Nov 02,V. Daniel,"R.F. Davis
V. Daniel","xx
xx","xx
xx","79
79",41,
15241,55,Nov 02,K.J. Sanjána,T. Savage,56,Jul 03,80,41,
15242,55,Nov 02,c.b. A.E. Mitchell,Constance I. Marks,56,Feb 03,79,41,
15243,55,Dec 02,A.M. Nesbitt,"J. Blaikie
A.M. Nesbitt","xx
xx","xx
xx","79
79",6,
15244,55,Dec 02,E.J. Nanson,,,,,25,
15245,55,Dec 02,K.J. Sanjána,,,,,10,
15246,55,Dec 02,T. Roach,"T. Wiggins
K.J. Sanjána","xx
xx","xx
xx","79
79",61,
15247,55,Dec 02,E.B. Escott,R.F. Davis,56,Apr 03,79,9,
15248,55,Dec 02,G.H. Hardy,,,,,97,
15249,55,Dec 02,R.W.D. Christie,A. Cunningham,57,Feb 04,81,9,
,,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE,
15250,55,Dec 02,A. Cunningham,A. Cunningham,xx,xx,80,28,
15251,55,Dec 02,R. Chartres,R. Chartres,56,Mar 03,79,14,
15252,55,Dec 02,H.M. Taylor,,,,,8,
15253,55,Dec 02,R. Tucker,"K.J. Sanjána
A.M. Nesbitt
R. Tucker","56
56
56","May 03
May 03
May 03","79
79
79",48,
15254,55,Dec 02,K.J. Sanjána,C.E. Youngman,xx,xx,88,44,
15255,55,Dec 02,H. Bateman,,,,,45,
15256,55,Dec 02,T. Brailsford Robertson,,,,,44,
15257,55,Dec 02,Hon. G.R. Dick,,,,,45,
15258,55,Dec 02,Prof. Neuberg,,,,,41,
15259,55,Dec 02,C.E. Youngman,K.J. Sanjána,56,Mar 03,79,43,
15260,55,Dec 02,A.M. Nesbitt,J. Blaikie,56,Oct 03,80,74,
15261,55,Dec 02,J. Blaikie,"J. Blaikie
B.C. Wallis
K.J. Sanjána
A. Arnold","56
56
56
56","Mar 03
Mar 03
Mar 03
Mar 03","79
79
79
79",46,
15262,55,Dec 02,E.J. Nanson,,,,,46,
15263,56,Jan 03,R. Chartres,R. Chartres,56,May 03,79,14,
15264,56,Jan 03,K.J. Sanjána,,,,,10,
15265,56,Jan 03,G.H. Hardy,G.H. Hardy,56,Jun 03,79,6,
15266,56,Jan 03,T. Brailsford Robertson,,,,,9,
15267,56,Jan 03,A.M. Nesbitt,,,,,22,
15268,56,Jan 03,E.J. Nanson,,,,,10,
15269,56,Jan 03,A. Cunningham,A. Cunningham,xx,xx,80,9,
15270,56,Jan 03,D. Biddle,,,,,9,
15271,56,Jan 03,R.W.D. Christie,,,,,12,
15272,56,Jan 03,J. Macleod,"M.I. Trachtenberg
J. Macleod
Constance I. Marks","56
56
56","May 03
May 03
May 03","79
79
79",41,
15273,56,Jan 03,V. Daniel,V. Daniel,xx,xx,81,41,
15274,56,Jan 03,A.J. Murphy,C.E. Youngman,58,Nov 05,84,41,
15275,56,Jan 03,R. Tucker,"R. Tucker
K.J. Sanjána","xx
xx","xx
xx","80
80",41,
15276,56,Jan 03,θ.β.,G.N. Bates,57,Aug 04,82,41,
15277,56,Jan 03,Prof. Cochez,A.M. Nesbitt,xx,xx,80,79,
15278,56,Jan 03,Prof. Neuberg,,,,,46,
15279,56,Jan 03,K.J. Sanjána,A.M. Nesbitt,56,Jul 03,80,46,
15280,56,Jan 03,T. Roach,"T. Roach
M.I. Trachtenberg
H.L. Trachtenberg
A.M. Nesbitt","xx
xx
xx
xx","xx
xx
xx
xx","79
79
79
79",86,
15281,56,Feb 03,S. Sircom,,,,,18,
15282,56,Feb 03,Hon. G.R. Dick,"θ.β.
G.H. Hardy
Hon. G.R. Dick","56
56
56","Nov 03
Nov 03
Nov 03","80
80
80",53,
15283,56,Feb 03,K.J. Sanjána,,,,,6,
15284,56,Feb 03,J.J. Barniville,S. Sircom,56,Jul 03,80,64,
15285,56,Feb 03,A. Cunningham,Allan Cunningham,56,Oct 03,80,9,
15286,56,Feb 03,R.W.D. Christie,Allan Cunningham,56,Oct 03,80,9,
15287,56,Feb 03,H.J. Woodall,Allan Cunningham,56,May 03,79,9,
15288,56,Feb 03,W.A. Whitworth,"W.A. Whitworth
D. Biddle","56
xx","Sep 03
xx","80
80",9,
