,,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE,
15289,56,Feb 03,U.C. Ghosh,"R. Tucker
F. Muir
C.M. Ross","56
56
56","Jun 03
Jun 03
Jun 03","79
79
79",41,
15290,56,Feb 03,A.M. Nesbitt,C.M. Ross,56,May 03,79,22,
15291,56,Feb 03,R.C. Archibald,K.J. Sanjána,55,Jun 03,79,79,
15292,56,Feb 03,T.B. Robertson,,,,,44,
15293,56,Feb 03,R. Tucker,,,,,41,
15294,56,Feb 03,H. Bateman,"K.J. Sanjána
C.E. Youngman","56
62","May 03
Nov 09","79
92",45,
15295,56,Feb 03,D. Biddle,,,,,12,
15296,56,Feb 03,Prof. Neuberg,,,,,41,
15297,56,Feb 03,C.M. Ross,"D. Biddle
H.W. Webster","xx
xx","xx
xx","79
80",41,
15298,56,Feb 03,E.J. Nanson,,,,,3,
15299,56,Mar 03,H. MacColl,,,,,7,
,,,,,,,,,
,,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE,
15300,56,Mar 03,G.H. Hardy,G.H. Hardy,56,Sep 03,80,53,
15301,56,Mar 03,D. Biddle,,,,,9,
15302,56,Mar 03,R.W.D. Christie,,,,,9,
15303,56,Mar 03,E.J. Nanson,,,,,25,
15304,56,Mar 03,E.J. Nanson,,,,,9,
15305,56,Mar 03,K.J. Sanjána,,,,,61,
15306,56,Mar 03,W.P. Workman,E.B. Escott,56,May 03,79,9,
15307,56,Mar 03,Prof. Cochez,,,,,79,
15308,56,Mar 03,A.M. Nesbitt,"Frances E. Cave
C.M. Ross","xx
xx","xx
xx","80
80",79,
15309,56,Mar 03,T.B. Robertson,,,,,79,
15310,56,Mar 03,R. Tucker,R. Tucker,58,Feb 05,83,48,
15311,56,Mar 03,T. Roach,,,,,48,
15312,56,Mar 03,Prof. Morley,,,,,75,
15313,56,Mar 03,Prof. Neuberg,,,,,46,
15314,56,Mar 03,V. Daniel,,,,,48,
15315,56,Mar 03,Constance I. Marks,"V. Daniel
J. Blaikie
H.W. Webster
B.E. Chatwin","56
56
56
56","Sep 03
Sep 03
Sep 03
Sep 03","80
80
80
80",41,
15316,56,Mar 03,K.J. Sanjána,,,,,41,
15317,56,Apr 03,K.J. Sanjána,,,,,68,
15318,56,Apr 03,G.H. Hardy,,,,,53,
15319,56,Apr 03,J.L.S. Hatton,A.M. Nesbitt,56,Dec 03,80,22,
15320,56,Apr 03,"D. Biddle
[Withdrawn ET May 03]",,,,,9,
15321,56,Apr 03,R.W.D. Christie,,,,,9,
15322,56,Apr 03,Prof. Neuberg,A. Cunningham,56,Dec 03,80,9,
15323,56,Apr 03,T. Roach,"T. Wiggins
K.J. Sanjána
T. Roach","56
56
56","Aug 03
Aug 03
Aug 03","80
80
80",61,
15324,56,Apr 03,H.L. Orchard,Constance I. Marks,xx,xx,83,2,
15325,56,Apr 03,Salutation,"A. Cunningham
T. Wiggins","xx
xx","xx
xx","80
80",9,
15326,56,Apr 03,V. Daniel,"T. Wiggins
A.W. Poole
A.E. Davies
W.E. Harrison
B.C. Wallis","xx
xx
xx
xx
xx","xx
xx
xx
xx
xx","80
80
80
80
80",2,
15327,56,Apr 03,J.J. Barniville,,,,,47,
15328,56,Apr 03,E.J. Nanson,E.J. Nanson,xx,xx,86,44,
15329,56,Apr 03,K.J. Sanjána,E.J. Nanson,56,Aug 03,80,44,
15330,56,Apr 03,A.M. Nesbitt,A.M. Nesbitt,xx,xx,81,79,
15331,56,Apr 03,E.J. Nanson,,,,,45,
15332,56,Apr 03,A.M. Nesbitt,"R. Tucker
A.M. Nesbitt
T. Wiggins
K.J. Sanjána","xx
xx
xx
xx","xx
xx
xx
xx","80
80
80
80",48,
15333,56,Apr 03,R. Tucker,A.W. Poole,xx,xx,80,41,
15334,56,Apr 03,R.W.D. Christie,,,,,22,
15335,56,Apr 03,c.b. A.E. Mitchell,,,,,15,
15336,56,May 03,R. Chartres,R. Chartres,56,Jul 03,80,6,
15337,56,May 03,E.B. Escott,,,,,25,
15338,56,May 03,D. Biddle,,,,,5,
15339,56,May 03,James Blaikie,"Allan Cunningham
James Blaikie","56
56","Aug 03
Aug 03","80
80",9,
15340,56,May 03,H.L. Orchard,,,,,61,
15341,56,May 03,J.J. Barniville,,,,,64,
15342,56,May 03,T. Roach,"T. Wiggins
T. Roach
K.J. Sanjána","56
56
56","Sep 03
Sep 03
Sep 03","80
80
80",61,
15343,56,May 03,A.M. Nesbitt,"R.F. Davis
A.M. Nesbitt","56
xx","Jul 03
xx","80
80",22,
15344,56,May 03,R.W.D. Christie,R.W.D. Christie,57,Feb 04,81,9,
15345,56,May 03,E.J. Nanson,T.R. Lee,xx,xx,110,10,
15346,56,May 03,R.W.D. Christie,K.J. Sanjána,56,Sep 03,80,22,
15347,56,May 03,R. Tucker,"R. Tucker
K.J. Sanjána","xx
xx","xx
xx","80
80",41,
15348,56,May 03,T. Wiggins,"R. Tucker
A.M. Nesbitt
W.H.L.
BC. Wallis","57
57
57
57","Jan 04
Jan 04
Jan 04
Jan 04","81
81
81
81",41,
15349,56,May 03,K.J. Sanjána,"J.H. Taylor
W.E. Harrison
C.E. Youngman","60
60
60","Apr 07
Apr 07
Apr 07","87
87
87",41,
,,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE,
15350,56,May 03,A.M. Nesbitt,"R.F. Davis
K.J. Sanjána
S.C. Bagchi
A.M. Nesbitt","56
56
56
xx","Aug 03
Aug 03
Aug 03
xx","80
80
80
80",86,
15351,56,May 03,E.J. Nanson,,,,,44,
15352,56,May 03,Prof. Cochez,,,,,44,
15353,56,May 03,H.B. Reynolds,D. Biddle,57,Jan 04,81,2,
15354,56,Jun 03,R.W.D. Christie,R.W.D. Christie,56,Oct 03,80,9,
15355,56,Jun 03,H.S. Vandiver,,,,,9,
15356,56,Jun 03,Aletrop,,,,,10,
15357,56,Jun 03,A.M. Nesbitt,G.H. Hardy,57,Feb 04,81,53,
15358,56,Jun 03,C.M. Ross,J.M. Allen,56,Oct 03,80,10,
15359,56,Jun 03,R.W.D. Christie,"A. Cunningham
R.F. Davis
A.H. Bell
[Their solution continues in Jun 04 issue]
R.W.D. Christie","57
57
57



xx","Apr 04
Apr 04
Apr 04



xx","81
81
81



81",9,
15360,56,Jun 03,D. Biddle,,,,,9,
15361,56,Jun 03,G.H. Hardy,G.H. Hardy,xx,xx,80,25,
15362,56,Jun 03,E.J. Nanson,,,,,79,
15363,56,Jun 03,Unsigned,E.J. Nanson,56,Dec 03,80,45,
15364,56,Jun 03,R. Tucker,K.J. Sanjána,56,Sep 03,80,45,
15365,56,Jun 03,K.J. Sanjána,"R.F. Davis
R. Tucker
H.J. Woodall","57
57
57","Jan 04
Jan 04
Jan 04","80
80
80",48,
15366,56,Jun 03,A.M. Nesbitt,K.J. Sanjána,xx,xx,81,86,
15367,56,Jun 03,M.I. Trachtenberg,,,,,45,
15368,56,Jun 03,E.J. Nanson,"R. Tucker
K.J. Sanjána
J.H. Taylor
E.J. Nanson
C.M. Ross","56
56
56
57
xx","Aug 03
Aug 03
Aug 03
Sep 04
xx","80
80
80
82
80",41,
15369,56,Jun 03,S.C. Bagchi,"R.F. Davis
D. Biddle
R. Tucker
A.M. Nesbitt","56
56
56
56","Nov 03
Nov 03
Nov 03
Nov 03","80
80
80
80",41,
15370,56,Jun 03,H.L. Orchard,,,,,17,
15371,56,Jun 03,Prof. Neuberg,"A.M. Nesbitt
K.J. Sanjána","57
57","Dec 04
Dec 04","82
82",48,
15372,56,Jul 03,Allan Cunningham,A. Cunningham,xx,xx,80,9,
15373,56,Jul 03,R.W.D. Christie,"A. Cunningham
R.W.D. Christie","xx
xx","xx
xx","80
80",9,
15374,56,Jul 03,H.S. Vandiver,,,,,9,
15375,56,Jul 03,E.J. Nanson,"Thomas Muir
E.J. Nanson","56
57","Oct 03
Aug 04","80
82",25,
15376,56,Jul 03,Prof. Neuberg,"George Scott
T. Wiggins
George A. Carse","56
56
56","Sep 03
Sep 03
Sep 03","80
80
80",53,
15377,56,Jul 03,R. Chartres,R. Chartres,56,Oct 03,80,14,
15378,56,Jul 03,J.J. Barniville,,,,,64,
15379,56,Jul 03,W.A. Whitworth,"A. Cunningham
Solidus","57
57","Jan 04
Apr 04","81
81",10,
15380,56,Jul 03,H.L. Orchard,,,,,62,
15381,56,Jul 03,T. Wiggins,"A. Cunningham
A.M. Nesbitt
H.J. Woodall","57
57
57","May 04
May 04
May 04","81
81
81",94,
15382,56,Jul 03,K.J. Sanjána,,,,,45,
15383,56,Jul 03,A.M. Nesbitt,"K.J. Sanjána
A.M. Nesbitt","56
57","Nov 03
Feb 04","80
81",3,
15384,56,Jul 03,R. Tucker,C.E. Youngman,56,Dec 03,80,41,
15385,56,Jul 03,K.J. Sanjána,,,,,31,
15386,56,Jul 03,D. Biddle,,,,,75,
15387,56,Jul 03,R.W.D. Christie,,,,,48,
15388,56,Jul 03,H. Bateman,"H. Bateman
R. Monteith
C.E. Youngman","56
56
63","Dec 03
Dec 03
Sep 10","80
80
94",45,
15389,56,Jul 03,Prof. Neuberg,,,,,87,
15390,56,Aug 03,A. Ensor,,,,,8,
15391,56,Aug 03,R. Chartres,R. Chartres,57,Feb 04,81,14,
15392,56,Aug 03,R.W.D. Christie,"T. Wiggins
H.J. Woodall
Joseph Brown
C.M. Ross
K.J. Sanjána","xx
xx
xx
xx
xx","xx
xx
xx
xx
xx","80
80
80
80
80",61,
15393,56,Aug 03,K.J. Sanjána,H.J. Woodall,xx,xx,82,61,
15394,56,Aug 03,E.J. Nanson,,,,,10,
15395,56,Aug 03,R.W.D. Christie,R.W.D. Christie,56,Nov 03,80,22,
15396,56,Aug 03,C.M. Ross,"S.C. Bagchi
R. Tucker
H.J. Woodall
C.M. Ross
T. Wiggins","56
56
56
56
56","Nov 03
Nov 03
Nov 03
Nov 03
Nov 03","80
80
80
80
80",22,
15397,56,Aug 03,A.M. Nesbitt,,,,,21,
15398,56,Aug 03,Prof. Neuberg,,,,,41,
15399,56,Aug 03,R. Tucker,"Prof. Brown
J. Blaikie
T. Savage
F.W. Reeve
L.E. Reay","xx
xx
xx
xx
xx","xx
xx
xx
xx
xx","83
83
83
83
83",41,
,,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE,
15400,56,Aug 03,D. Biddle,"R.F. Davis
Joseph Brown
J. Blaikie
R. Tucker","xx
xx
xx
xx","xx
xx
xx
xx","82
82
82
82",41,
15401,56,Aug 03,Prof. L. Catalá,T. Wiggins,56,Oct 03,80,41,
15402,56,Aug 03,Prof. Neuberg,,,,,41,
15403,56,Aug 03,A.M. Nesbitt,"R.F. Davis
Joseph Brown
S.C. Bagchi
A.M. Nesbitt
K.J. Sanjána","57
57
57
57
57","Mar 04
Mar 04
Mar 04
Mar 04
Mar 04","81
81
81
81
81",41,
15404,56,Aug 03,K.J. Sanjána,,,,,41,
15405,56,Aug 03,J. Macleod,"R.F. Davis
J. Macleod
J. Blaikie","56
56
56","Oct 03
Oct 03
Oct 03","80
80
80",48,
15406,56,Aug 03,E.J. Nanson,"R.F. Davis
T. Wiggins
Prof. Brown","xx
xx
xx","xx
xx
xx","80
80
80",48,
15407,56,Aug 03,Stranger,"R. Tucker
K.J. Sanjána
L.E. Reay","57
57
57","Nov 04
Nov 04
Nov 04","82
82
82",48,
15408,56,Sep 03,Hon. G.R. Dick,,,,,5,
15409,56,Sep 03,H.S. Vandiver,A. Cunningham,57,Jan 04,81,9,
15410,56,Sep 03,K.J. Sanjána,,,,,10,
15411,56,Sep 03,T. Roach,"L.E. Reay
G.A. Carle
H.J. Woodall","57
57
57","Jan 04
Jan 04
Jan 04","81
81
81",61,
15412,56,Sep 03,E.J. Nanson,F.W. Reeves,56,Nov 03,80,61,
15413,56,Sep 03,K.J. Sanjána,"L.E. Reay
J. Blaikie
C.M. Ross","xx
xx
xx","xx
xx
xx","81
81
81",22,
15414,56,Sep 03,R.W.D. Christie,"A. Cunningham
K.J. Sanjána
J. Blaikie
R.F. Davis
R.W.D. Christie","57
57
57
57
57","Feb 04
Feb 04
Feb 04
Feb 04
Feb 04","81
81
81
81
81",9,
15415,56,Sep 03,Prof. Neuberg,H.J. Woodall,xx,xx,80,41,
15416,56,Sep 03,Prof. Cochez,,,,,79,
15417,56,Sep 03,R. Tucker,"R.F. Davis
R. Tucker
K.J. Sanjána","xx
xx
xx","xx
xx
xx","81
81
81",48,
15418,56,Sep 03,W.J. Greenstreet,"R.F. Davis
H. Bateman
W.J. Greenstreet","57
57
57","Mar 04
Mar 04
Mar 04","81
81
81",86,
15419,56,Sep 03,A.M. Nesbitt,,,,,86,
15420,56,Sep 03,Prof. Neuberg,"R.F. Davis
K.J. Sanjána","xx
xx","xx
xx","81
81",87,
15421,56,Sep 03,E.J. Nanson,,,,,46,
15422,56,Sep 03,A. Ensor,R. Chartres,56,Nov 03,80,14,
15423,56,Sep 03,"S.C. Bagchi
[Revised ET Oct 03]",S.C. Bagchi,56,Dec 03,80,44,
15424,56,Sep 03,c.b. Louis Toft,,,,,17,
15425,56,Sep 03,I. Arnold,I. Arnold,xx,xx,81,17,
15426,56,Oct 03,Thomas Muir,,,,,25,
15427,56,Oct 03,G.H. Hardy,,,,,6,
15428,56,Oct 03,C.M. Ross,"George Scott
C.M. Ross","57
57","Jun 04
Jun 04","81
81",53,
15429,56,Oct 03,H. MacColl,H. MacColl,57,Mar 04,81,13,
15430,56,Oct 03,K.J. Sanjána,,,,,61,
15431,56,Oct 03,Frank H. Jackson,,,,,61,
15432,56,Oct 03,R.W.D. Christie,R.W.D. Christie,xx,xx,81,96,
15433,56,Oct 03,D. Biddle,,,,,28,
15434,56,Oct 03,A. Ensor,C.M. Ross,57,Jan 04,81,22,
15435,56,Oct 03,E.J. Nanson,"Colin M. Ross
E.J. Nanson","57
58","May 04
Jan 05","81
83",6,
15436,56,Oct 03,R. Tucker,R. Tucker,xx,xx,81,41,
15437,56,Oct 03,C.E. Youngman,R.F. Davis,57,Jan 04,81,41,
15438,56,Oct 03,G. Heppel,"Constance I. Marks
G. Heppel","57
57","Nov 04
Dec 04","82
82",41,
15439,56,Oct 03,Prof. Neuberg,,,,,47,
15440,56,Oct 03,H. Bateman,R.F. Whitehead,xx,xx,81,79,
15441,56,Oct 03,E.J. Nanson,"A.R. Richardson
A.M. Nesbitt
E.J. Nanson","57
57
xx","May 04
May 04
xx","81
81
82",45,
15442,56,Oct 03,A.M. Nesbitt,,,,,48,
15443,56,Oct 03,Prof. Neuberg,"R.F. Whitehead
A.M. Nesbitt","xx
xx","xx
xx","81
81",44,
15444,56,Nov 03,R.W.D. Christie,,,,,9,
15445,56,Nov 03,Allan Cunningham,A. Cunningham,xx,xx,81,9,
15446,56,Nov 03,A.M. Nesbitt,,,,,8,
15447,56,Nov 03,M.W. Crofton,R. Chartres,xx,xx,81,14,
15448,56,Nov 03,G.H. Hardy,,,,,6,
15449,56,Nov 03,James Blaikie,James Blaikie,57,Mar 04,81,64,
,,,,,,,,,
,,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE,
15450,56,Nov 03,H.L. Orchard,"T. Wiggins
C.M. Ross
H. C. Iyengar","57
57
57","Feb 04
Feb 04
May 04","81
81
81",61,
15451,56,Nov 03,A. Ensor,A. Cunningham,xx,xx,81,9,
15452,56,Nov 03,J. Cullen,,,,,17,
15453,56,Nov 03,E.J. Nanson,,,,,22,
15454,56,Nov 03,R. Tucker,,,,,48,
15455,56,Nov 03,A.M. Nesbitt,"Frances E. Cave
R.F. Davis
L. Isserlis","xx
xx
xx","xx
xx
xx","83
83
83",84,
15456,56,Nov 03,D. Biddle,A.M. Nesbitt,57,,81,41,
15457,56,Nov 03,T. Roach,"R. Tucker
W. Anderson
S.C. Bagchi","57
57
57","Jul 04
Jul 04
Jul 04","82
82
82",41,
15458,56,Nov 03,C.M. Ross,,,,,41,
15459,56,Nov 03,C.E. Youngman,R.F. Davis,xx,xx,81,44,
15460,56,Nov 03,S.C. Bagchi,S.C. Bagchi,xx,xx,81,44,
15461,56,Nov 03,Prof. Neuberg,A.M. Nesbitt,xx,xx,81,46,
15462,56,Dec 03,R. Chartres,R. Chartres,57,Feb 04,81,9,
15463,56,Dec 03,R.W.D. Christie,"A. Cunningham
R.W.D. Christie","xx
xx","xx
xx","81
81",96,
15464,56,Dec 03,C.M. Ross,"S.C. Bagchi
C.M. Ross","xx
xx","xx
xx","81
81",96,
15465,56,Dec 03,S.C. Bagchi,,,,,41,
15466,56,Dec 03,G.H. Hardy,,,,,67,
15467,56,Dec 03,M.W. Crofton,D. Biddle,xx,xx,81,13,
15468,56,Dec 03,R. Tucker,K.J. Sanjána,xx,xx,81,41,
15469,56,Dec 03,A. Cunningham,"T. Wiggins
D. Biddle
A. Cunningham
K.J. Sanjána","57
57
57
xx","Feb 04
Feb 04
Feb 04
xx","81
81
81
81",9,
15470,56,Dec 03,Salutation,W. Scrimgeour,57,Apr 04,81,3,
15471,56,Dec 03,T. Roach,"W. Scrimgeour
W.R. Bruce","57
57","Dec 04
Dec 04","82
82",3,
15472,56,Dec 03,Prof. Neuberg,"Prof. Neuberg
R.F. Davis
D. Biddle","57
57
57","May 04
May 04
May 04","81
81
81",41,
15473,56,Dec 03,C.E. Youngman,K.J. Sanjána,xx,xx,81,48,
15474,56,Dec 03,c.b. by Arthur Anstey,"C.M. Ross
Constance Marks
W. Scrimgeour
S.C. Bagchi","57
57
57
57","Mar 04
Mar 04
Mar 04
Mar 04","81
81
81
81",41,
15475,56,Dec 03,George Scott,George Scott,xx,xx,83,41,
15476,56,Dec 03,A.M. Nesbitt,"A.M. Nesbitt
K.J. Sanjána","xx
xx","xx
xx","82
82",25,
15477,56,Dec 03,A.M. Nesbitt,,,,,45,
15478,56,Dec 03,E.J. Nanson,"K.J. Sanjána
C.M. Ross
E.J. Nanson","57
57
xx","May 04
May 04
xx","81
81
84",45,
15479,56,Dec 03,H.G. Graves,E.J. Nanson,57,Oct 04,82,46,
15480,57,Jan 04,R.W.D. Christie,,,,,9,
15481,57,Jan 04,A. Cunningham,"A. Cunningham
K.J. Sanjána","57
58","Mar 04
Mar 05","81
83",29,
15482,57,Jar 04,J. Blaikie,"A. Cunningham
T. Wiggins","xx
xx","xx
xx","81
81",9,
15483,57,Jan 04,K.J. Sanjána,"J. Blaikie
Frank Porter
A. Cunningham","57
57
57","Jul 04
Jul 04
Jul 04","82
82
82",29,
15484,57,Jan 04,J. Hickman,"D. Biddle
V. Daniel
E.F. Tipple","57
57
57","May 04
May 04
May 04","81
81
81",8,
15485,57,Jar 04,D. Biddle,,,,,14,
15486,57,Jan 04,C.M. Fordick,,,,,13,
15487,57,Jan 04,A.M. Nesbitt,"R.F. Whitehead
K.J. Sanjána
W.F.S. Churchill","57
57
57","May 04
May 04
May 04","81
81
81",25,
15488,57,Jan 04,G.H. Hardy,,,,,25,
15489,57,Jan 04,E.J. Nanson,,,,,46,
15490,57,Jan 04,R. Tucker,"K.J. Sanjána
R. Tucker","57
57","Jun 04
Jun 04","81
81",84,
15491,57,Jar 04,L. Isserlis,"L. Isserlis
C.M. Ross","57
57","Jul 04
Jul 04","81
81",45,
15492,57,Jan 04,W.J. Greenstreet,A.M. Nesbitt,xx,xx,81,44,
15493,57,Jan 04,C.M. Ross,"Jan de Vries
C.M. Ross
Frances E. Cave","xx
xx
xx","xx
xx
xx","81
81
81",44,
15494,57,Jar 04,A.R. Richardson,,,,,74,
15495,57,Jan 04,W.A. Whitworth,"J.H. Carson
T. Wiggins
W. Scrimgeour
S.C. Bagchi
C.M. Ross
T.B. Ramachandra","58
58
58
58
58
58","Jul 05
Jul 05
Jul 05
Jul 05
Jul 05
Jul 05","84
84
84
84
84
84",41,
15496,57,Jan 04,R.F. Davis,"T. Wiggins
R.F. Whitehead
C.M. Ross
Kela Deva Rau","57
57
57
57","Jul 04
Jul 04
Jul 04
Jul 04","82
82
82
82",3,
15497,57,Jar 04,S.C. Bagchi,,,,,92,
15498,57,Feb 04,G.H. Hardy,C.M. Ross,60,Jan 07,87,25,
15499,57,Feb 04,"A. Cunningham
[Revised ET Mar 04]","J. Blaikie
R. Chartres
A. Cunningham","57
57
57","Sep 04
Sep 04
Sep 04","82
82
82",9,
,,,,,,,,,
,,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE,
15500,57,Feb 04,E.B. Escott,E.B. Escott,57,Nov 04,82,9,
15501,57,Feb 04,E.J. Nanson,C.M. Ross,xx,xx,82,62,
15502,57,Feb 04,K.J. Sanjána,,,,,10,
15503,57,Feb 04,R.W.D. Christie,"E.B. Escott
R.W.D. Christie","xx
xx","xx
xx","81
81",9,
15504,57,Feb 04,Rev. F.H. Jackson,,,,,6,
15505,57,Feb 04,L. Isserlis,,,,,3,
15506,57,Feb 04,Prof. Neuberg,,,,,48,
15507,57,Feb 04,Prof. Neuberg,,,,,44,
15508,57,Feb 04,R.F. Davis,Frances E. Cave,57,Jun 04,81,41,
15509,57,Feb 04,C.M. Ross,"J.H. Carson
C. Searle
George Scott","57
57
58","Dec 04
Dec 04
Mar 05","82
82
83",41,
15510,57,Feb 04,T. Roach,W. Scrimgeour,xx,xx,83,3,
15511,57,Feb 04,A.M. Nesbitt,A.M. Nesbitt,xx,xx,82,41,
15512,57,Feb 04,R. Tucker,E.J. Nanson,57,Oct 04,82,48,
15513,57,Feb 04,J. Macleod,"G.G. Morrice
J. Blaikie
J. Macleod
A.M. Nesbitt
C.M. Ross
W. Scrimgeour","57
57
57
57
57
57","Jun 04
Jun 04
Jun 04
Jun 04
Jun 04
Jun 04","81
81
81
81
81
81",86,
15514,57,Feb 04,D. Biddle,,,,,46,
15515,57,Feb 04,C.H.H.,,,,,11,
15516,57,Mar 04,Hon. G.R. Dick,Hon. G.R. Dick,57,Oct 04,82,46,
15517,57,Mar 04,C.M. Ross,C.M. Ross,57,Aug 04,82,22,
15518,57,Mar 04,James Blaikie,,,,,12,
15519,57,Mar 04,K.J. Sanjána,"A. Cunningham
J. Blaikie
C.M. Ross","xx
xx
xx","xx
xx
xx","82
82
82",2,
15520,57,Mar 04,R.W.D. Christie,A. Cunningham,xx,xx,81,22,
15521,57,Mar 04,A. Cunningham,"A. Cunningham
J. Blaikie","57
57","Oct 04
Oct 04","82
82",9,
15522,57,Mar 04,D. Biddle,A. Cunningham,xx,xx,82,9,
15523,57,Mar 04,A.M. Nesbitt,"J. Blaikie
D. Biddle
M.W. Crofton
Hon. G.R. Dick","xx
xx
58
58","xx
xx
Sep 05
Sep 05","81
81
84
84",8,
15524,57,Mar 04,R. Chartres,R. Chartres,57,May 04,81,14,
15525,57,Mar 04,G.H. Hardy,,,,,41,
15526,57,Mar 04,Prof. Neuberg,"S.C. Bagchi
C.M. Ross","xx
xx","xx
xx","82
82",48,
15527,57,Mar 04,"L. Isserlis
[With changed notation MQ]",R.F. Davis,57,Dec 04,82,45,
15528,57,Mar 04,A.M. Nesbitt,C.M. Ross,xx,xx,82,41,
15529,57,Mar 04,R. Tucker,,,,,44,
15530,57,Mar 04,C.E. Youngman,,,,,41,
15531,57,Mar 04,R.F. Davis,,,,,44,
15532,57,Mar 04,c.b. R.F. Whitehead,"J. Blaikie
R.F. Whitehead","xx
xx","xx
xx","81
81",12,
15533,57,Mar 04,Prof. Cochez,Constance I. Marks,59,Jan 06,85,17,
15534,57,Apr 04,Hon. G.R. Dick,,,,,6,
15535,57,Apr 04,Rev. F.H. Jackson,,,,,61,
15536,57,Apr 04,c.b. J.L.S. Hatton,C.M. Ross,57,Sep 04,82,25,
15537,57,Apr 04,c.b. H.J. Woodall,A. Cunningham,xx,xx,82,6,
15538,57,Apr 04,W.H. Blythe,A. Cunningham,57,Jun 04,81,10,
15539,57,Apr 04,A. Cunningham,A. Cunningham,57,Aug 04,82,9,
15540,57,Apr 04,R.W.D. Christie,A. Cunningham,xx,xx,81,9,
15541,57,Apr 04,T. Roach,"W.H.H. Hudson
K.J. Sanjána
C.M. Ross","57
57
57","Jul 04
Jul 04
Jul 04","82
82
82",61,
15542,57,Apr 04,D. Biddle,K.J. Sanjána,57,Aug 04,82,41,
15543,57,Apr 04,S. Sircom,"A. Holden
C.M. Ross","57
57","Nov 04
Nov 04","82
82",41,
15544,57,Apr 04,Prof. Lauvernay,,,,,41,
15545,57,Apr 04,Prof. Cochez,,,,,79,
15546,57,Apr 04,E.J. Nanson,"H.M. Taylor
K.J. Sanjána
E.J. Nanson","xx
xx
xx","xx
xx
xx","82
82
82",44,
15547,57,Apr 04,K.J. Sanjána,"Frances E. Cave
A.R. Richardson","57
57","Sep 04
Sep 04","82
82",45,
15548,57,Apr 04,Prof. Neuberg,"K.J. Sanjána
C.M. Ross","xx
xx","xx
xx","83
83",48,
15549,57,Apr 04,A.M. Nesbitt,"K.J. Sanjána
W. Scrimgeour","57
57","Oct 04
Oct 04","82
82",86,
,,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE,
15550,57,Apr 04,H. Bateman,,,,,18,
15551,57,Apr 04,H.L. Orchard,,,,,18,
15552,57,May 04,G.H. Hardy,,,,,6,
15553,57,May 04,E.J. Nanson,"Thomas Muir
A.M. Nesbitt
E.J. Nanson","57
57
xx","Sep 04
Sep 04
xx","82
82
83",22,
15554,57,May 04,J.J. Barniville,S. Sircom,57,Aug 04,82,64,
15555,57,May 04,R.W.D. Christie,R.W.D. Christie,57,Sep 04,82,9,
15556,57,May 04,A. Cunningham,A. Cunningham,57,Oct 04,82,28,
15557,57,May 04,J. Blaikie,"A. Cunningham
T. Wiggins
J. Blaikie","xx
xx
xx","xx
xx
xx","82
82
82",9,
15558,57,May 04,H. Bateman,,,,,46,
15559,57,May 04,R.W. Genese,"Frances E. Cave
R.W. Genese","xx
xx","xx
xx","82
82",17,
15560,57,May 04,Prof. Cochez,,,,,79,
15561,57,May 04,C.E. Youngman,,,,,44,
15562,57,May 04,A.R. Richardson,,,,,44,
15563,57,May 04,R.F. Davis,"R. Tucker
C.M. Ross
K. Deva Rau
W.F. Beard
K.J. Sanjána","57
57
57
57
57","Aug 04
Aug 04
Sep 04
Sep 04
Sep 04","82
82
82
82
82",87,
15564,57,May 04,A.M. Nesbitt,"Frances E. Cave
W.F. Beard","58
58","Feb 05
Feb 05","83
83",86,
15565,57,May 04,Hon. G.R. Dick,"K.J. Sanjána
Hon. G.R. Dick","xx
xx","xx
xx","82
82",45,
15566,57,May 04,D. Biddle,,,,,14,
15567,57,May 04,Solidus,"D. Biddle
J. Blaikie
B.C. Wallis
George Scott
I. Arnold","57
57
57
57
57","Oct 04
Oct 04
Oct 04
Oct 04
Oct 04","82
82
82
82
82",52,
15568,57,May 04,Prof. Neuberg,,,,,41,
15569,57,May 04,S.C. Bagchi,,,,,10,
15570,57,Jun 04,S.C. Bagchi,,,,,11,
15571,57,Jun 04,Prof. Neuberg,Frances E. Cave,xx,xx,82,46,
15572,57,Jun 04,E.B. Escott,E.B. Escott,57,Nov 04,82,28,
15573,57,Jun 04,A. Cunningham,A. Cunningham,xx,xx,82,29,
15574,57,Jun 04,R.W.D. Christie,"A. Cunningham
R.W.D. Christie","xx
xx","xx
xx","82
82",9,
15575,57,Jun 04,R. Chartres,R. Chartres,57,Aug 04,82,9,
15576,57,Jun 04,Solidus,"R.F. Davis
C.M. Ross","xx
xx","xx
xx","82
82",22,
