,,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE,
18061,68,Aug 15,David Green,C.E. Wright,xx,xx,104,44,
18062,68,Aug 15,W.F. Beard,"C.E. Youngman
W.F. Beard","xx
xx","xx
xx","104
104",45,
18063,68,Aug 15,R.F. Davis,"D. Biddle
E.W. Burn
E.R. Noble","xx
xx
xx","xx
xx
xx","105
105
105",41,
18064,68,Aug 15,E.G. Hogg,"F.G.W. Brown
K.J. Sanjána
E.G. Hogg","xx
xx
xx","xx
xx
xx","105
105
105",41,
18065,68,Aug 15,c.b. C. Cochez,E.W. Burn,xx,xx,106,47,
18066,68,Aug 15,Contributor,"C.M. Ross
E.J. Nanson","68
xx","Nov 15
xx","104
105",41,
18067,68,Aug 15,T. Lakshmana,C.E. Youngman,68,Dec 15,104,74,
18068,68,Sep 15,J. Blaikie,W.J. Ashdown,xx,xx,107,12,
18069,68,Sep 15,C.M. Ross,E.J. Nanson,xx,xx,106,25,
18070,68,Sep 15,"R.L. Hippisley
[Corrected ET Nov 15]",E.J. Nanson,xx,xx,105,47,
18071,68,Sep 15,E.J. Nanson,E.J. Nanson,xx,xx,105,75,
18072,68,Sep 15,A. Cunningham,A. Cunningham,xx,xx,104,29,
18073,68,Sep 15,B. Howarth,,,,,9,
18074,68,Sep 15,Norman Alliston,"C.W.R. Hooker
A.M. Nesbitt","xx
xx","xx
xx","104
104",52,
18075,68,Sep 15,C.M. Ross,"J. Blaikie
C.M. Ross","xx
xx","xx
xx","105
105",22,
18076,68,Sep 15,W.N. Bailey,"E.J. Nanson
C.E. Wright","xx
xx","xx
xx","105
105",79,
18077,68,Sep 15,A.M. Nesbitt,A.M. Nesbitt,68,Dec 15,104,41,
18078,68,Sep 15,C.E. Youngman,"C.E. Wright
J. Hammond","xx
xx","xx
xx","104
105",45,
18079,68,Sep 15,Cymro,W.F. Beard,xx,xx,105,44,
18080,68,Sep 15,E.R. Hamilton,"C.M. Ross
E.R. Hamilton
C.E. Youngman","xx
xx
xx","xx
xx
xx","107
107
107",44,
18081,68,Sep 15,R.F. Davis,"C.E. Youngman
A.E. Elder
A.M. Nesbitt","xx
xx
xx","xx
xx
xx","105
105
105",41,
18082,68,Sep 15,W.F. Beard,M.A. Giblett,xx,xx,105,41,
18083,68,Sep 15,V.V. Satyanarayan,A.M. Nesbitt,xx,xx,105,77,
18084,68,Sep 15,E.G. Hogg,,,,,41,
18085,68,Sep 15,F.G.W. Brown,"F.G.W. Brown
K.J. Sanjána","xx
xx","xx
xx","104
105",41,
18086,68,Oct 15,Charles W.R. Hooker,R. Wyke Bayliss,xx,xx,105,11,
18087,68,Oct 15,S.K. Aiyangar,K.J. Sanjána,xx,xx,105,61,
18088,68,Oct 15,E.G. Hogg,"H.W. Newcombe
M.A. Giblett
E.G. Hogg","xx
xx
xx","xx
xx
xx","106
106
106",53,
18089,68,Oct 15,C.M. Ross,"E.J. Nanson
H.W. Newcombe
C.M. Ross","xx
xx
xx","xx
xx
xx","105
105
105",53,
18090,68,Oct 15,T. Muir,C.M. Ross,xx,xx,107,25,
18091,68,Oct 15,R. Srinivasan,F.E. Relton,xx,xx,105,9,
18092,68,Oct 15,B. Howarth,,,,,9,
18093,68,Oct 15,W.E.H. Berwick,,,,,22,
18094,68,Oct 15,J.J. Barniville,N.S. Rajvadé,xx,xx,105,28,
18095,68,Oct 15,C.E. Youngman,,,,,84,
18096,68,Oct 15,E.J. Nanson,,,,,44,
18097,68,Oct 15,S.K. Aiyangar,"P.T. Stephenson
K.B. Madhava","xx
xx","xx
xx","105
105",89,
18098,68,Oct 15,R.F. Davis,C.E. Youngman,xx,xx,105,84,
18099,68,Oct 15,W.F. Beard,W.F. Beard,xx,xx,105,48,
,,,,,,,,,
,,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE,
18100,68,Oct 15,C.E. Youngman,,,,,84,
18101,68,Oct 15,W.N. Bailey,"M.A. Giblett
I. Fitz Roy Jones","xx
xx","xx
xx","105
105",41,
18102,68,Oct 15,F.G.W. Brown,K.J. Sanjána,xx,xx,105,41,
18103,68,Oct 15,"A.M. Nesbitt
[Corrected ET Dec 15]",,,,,41,
18104,68,Nov 15,E.G. Hogg,"E.G. Hogg
K.A. Erady
M.A. Giblett
C.M. Ross","xx
xx
xx
xx","xx
xx
xx
xx","106
106
106
106",53,
18105,68,Nov 15,A. Cunningham,A. Cunningham,xx,xx,105,9,
18106,68,Nov 15,D. Biddle,J. Hammond,xx,xx,105,9,
18107,68,Nov 15,K.J. Sanjána,,,,,61,
18108,68,Nov 15,C.M. Ross,"F.G.W. Brown
K.J. Sanjána","xx
xx","xx
xx","105
105",22,
18109,68,Nov 15,R. Goormaghtigh,,,,,79,
18110,68,Nov 15,W.N. Bailey,,,,,84,
18111,68,Nov 15,J. Neuberg,,,,,90,
18112,68,Nov 15,C.E. Youngman,S.F. Kirby,xx,xx,105,44,
18113,68,Nov 15,W.F. Beard,W.F. Beard,xx,xx,105,41,
18114,68,Nov 15,E.R. Hamilton,,,,,44,
18115,68,Nov 15,M.A. Giblett,"E.J. Nanson
H.W.L. Hime","xx
xx","xx
xx","109
109",41,
18116,68,Nov 15,R.F. Davis,C.M. Ross,xx,xx,105,41,
18117,68,Nov 15,A.M. Nesbitt,"C.M. Ross
N. Krishna Pillai
N.S. Rajvadé
A.M. Nesbitt","xx
xx
xx
xx","xx
xx
xx
xx","105
105
105
105",41,
18118,68,Nov 15,E.J. Nanson,E.J. Nanson,xx,xx,105,21,
18119,68,Nov 15,V.V. Satyanarayan,M.A. Giblett,xx,xx,105,41,
18120,68,Nov 15,S.K. Aiyangar,,,,,44,
18121,68,Nov 15,B. Cochez,,,,,47,
18122,68,Dec 15,S.K. Aiyangar,,,,,15,
18123,68,Dec 15,F.G.W. Brown,F.G.W. Brown,xx,xx,106,11,
18124,68,Dec 15,C.M. Ross,E.J. Nanson,xx,xx,105,25,
18125,68,Dec 15,J.J. Barniville,A.M. Nesbitt,xx,xx,105,28,
18126,68,Dec 15,B. Howarth,A. Cunningham,xx,xx,105,9,
18127,68,Dec 15,Solidus,,,,,6,
18128,68,Dec 15,J. Hammond,"J. Macmillan
A. Cunningham
M.A. Giblett","xx
xx
xx","xx
xx
xx","105
105
105",22,
18129,68,Dec 15,H.L. Orchard,C.M. Ross,xx,xx,105,29,
18130,68,Dec 15,C.E. Youngman,C.E. Youngman,xx,xx,110,79,
18131,68,Dec 15,A.M. Nesbitt,S.F. Kirby,xx,xx,106,44,
18132,68,Dec 15,R.F. Davis,S.F. Kirby,xx,xx,105,41,
18133,68,Dec 15,W.F. Beard,"W.F. Beard
M.A. Giblett
J. Macmillan
S.F. Kirby","xx
xx
xx
xx","xx
xx
xx
xx","106
106
106
106",87,
18134,68,Dec 15,E.G. Hogg,,,,,45,
18135,68,Dec 15,E.J. Nanson,R.W. Genese,xx,xx,105,46,
18136,68,Dec 15,C. Joss,,,,,44,
18137,68,Dec 15,E.W. Rees,"M.A. Giblett
E.W. Rees","xx
xx","xx
xx","105
105",41,
18138,68,Dec 15,R.W. Genese,"W.J. Johnston
R.W. Genese","xx
xx","xx
xx","105
105",41,
18139,68,Dec 15,R. Goormaghtigh,,,,,41,
18140,,Jan 16,A.W.H. Thompson,,,,,11,
18141,,Jan 16,K. Appuhuttan Erady,"A. Anderson
C.E. Wright
C.M. Ross
E.J. Nanson","xx
xx
xx
xx","xx
xx
xx
xx","105
105
105
106",53,
18142,,Jan 16,A.M. Nesbitt,,,,,8,
18143,,Jan 16,T. Muir,P.J. Heawood,xx,xx,105,25,
18144,,Jan 16,J.J. Barniville,"W.F. Beard
J.E.A. Steggall","xx
xx","xx
xx","105
105",22,
18145,,Jan 16,D. Biddle,A. Cunningham,xx,xx,105,9,
18146,,Jan 16,C.E. Youngman,,,,,79,
18147,,Jan 16,S.K. Aiyangar,Prof Anderson,xx,xx,105,79,
18148,,Jan 16,E.J. Nanson,P.J. Heawood,xx,xx,105,45,
18149,,Jan 16,W.F. Beard,"E.J. Nanson
S.F. Kirby
W.F. Beard","xx
xx
xx","xx
xx
xx","108
108
108",87,
,,,,,,,,,
,,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE,
18150,,Jan 16,C.M. Ross,"C.E. Wright
J. Macmillan","xx
xx","xx
xx","105
105",41,
18151,,Jan 16,E.G. Hogg,"E.G. Hogg
S.F. Kirby","xx
xx","xx
xx","106
106",45,
18152,,Jan 16,R.W. Genese,P.J. Heawood,xx,xx,105,41,
18153,,Jan 16,R.F. Davis,"S.F. Kirby
E.G. Hogg","xx
xx","xx
xx","106
106",41,
18154,,Jan 16,F. Glanville Taylor,"A. Anderson
W.F. Beard","xx
xx","xx
xx","105
106",41,
18155,,Feb 16,R. Goormaghtigh,W.F. Beard,xx,xx,106,41,
18156,,Feb 16,C.H. Hardingham,C.H. Hardingham,xx,xx,105,79,
18157,,Feb 16,K.J. Sanjána,E.J. Nanson,xx,xx,105,3,
18158,,Feb 16,R.W. Genese,"M.A. Giblett
A. Anderson","xx
xx","xx
xx","105
105",75,
18159,,Feb 16,E.J. Nanson,"A. Anderson
E.J. Nanson","xx
xx","xx
xx","106
106",25,
18160,,Feb 16,J.J. Barniville,A. Cunningham,xx,xx,106,28,
18161,,Feb 16,C.M. Ross,E.J. Nanson,xx,xx,106,22,
18162,,Feb 16,W.N. Bailey,,,,,61,
18163,,Feb 16,L.J. Rogers,L.J. Rogers,xx,xx,105,88,
18164,,Feb 16,Prof. Cochez,,,,,74,
18165,,Feb 16,C.E. Youngman,E.J. Nanson,xx,xx,106,45,
18166,,Feb 16,E.G. Hogg,E.G. Hogg,xx,xx,105,45,
18167,,Feb 16,R. Goormaghtigh,,,,,41,
18168,,Feb 16,C.E. Youngman,,,,,43,
18169,,Feb 16,W.F. Beard,,,,,41,
18170,,Feb 16,R.F. Davis,"H.D. Drury
H.W.L. Hime
S.F. Kirby
C.M. Ross","xx
xx
xx
xx","xx
xx
xx
xx","108
108
108
108",41,
18171,,Feb 16,S.R. Bilvanadhan,,,,,47,
18172,,Feb 16,Henry Robson,,,,,4,
18173,,Feb 16,“Solidus”,,,,,41,
18174,,Feb 16,K. Appuhuttan Erady,F.G.W. Brown,xx,xx,105,41,
18175,,Feb 16,F.G.W. Brown,"S.F. Kirby
F.G.W. Brown","xx
xx","xx
xx","107
107",41,
18176,,Mar 16,J.E.A. Steggall,J. Macmillan,xx,xx,105,17,
18177,,Mar 16,C.M. Ross,,,,,57,
18178,,Mar 16,R.W. Genese,A. Anderson,xx,xx,106,53,
18179,,Mar 16,T. Muir,"A.M. Nesbitt
C.M. Ross
T. Muir","xx
xx
xx","xx
xx
xx","107
107
107",25,
18180,,Mar 16,Eric H. Neville,,,,,25,
18181,,Mar 16,J. Hammond,Norman Alliston,xx,xx,106,9,
18182,,Mar 16,J.J. Barniville,A. Cunningham,xx,xx,105,28,
18183,,Mar 16,F.G. W. Brown,A. Cunningham,xx,xx,106,22,
18184,,Mar 16,A.M. Nesbitt,E.J. Nanson,xx,xx,106,79,
18185,,Mar 16,E.J. Nanson,E.J. Nanson,xx,xx,106,44,
18186,,Mar 16,C.E. Youngman,J.E.A. Steggall,xx,xx,105,79,
18187,,Mar 16,Prof. Lauvernay,A.M. Nesbitt,xx,xx,106,79,
18188,,Mar 16,Prof Cochez,"A. Anderson
W.F. Beard","xx
xx","xx
xx","108
108",45,
18189,,Mar 16,E.J. Nanson,J. Macmillan,xx,xx,105,41,
18190,,Mar 16,W.F. Beard,"A. Anderson
W.F. Beard
S.F. Kirby","xx
xx
xx","xx
xx
xx","108
108
108",44,
18191,,Mar 16,c.b. S.F. Kirby,,,,,45,
18192,,Mar 16,W.F. Beard,"Alex Anderson
W.F. Beard","xx
xx","xx
xx","105
105",41,
18193,,Mar 16,E.G. Hogg,E.G. Hogg,xx,xx,107,84,
18194,,Apr 16,Col. R.L. Hippisley,,,,,90,
18195,,Apr 16,E.J. Nanson,E.J. Nanson,xx,xx,106,25,
18196,,Apr 16,S.F. Kirby,"A. Anderson
C.M. Ross","xx
xx","xx
xx","106
106",53,
18197,,Apr 16,C.M. Ross,"S.F. Kirby
C.M. Ross","xx
xx","xx
xx","105
105",53,
18198,,Apr 16,A.M. Nesbitt,"A. Cunningham
A.M. Nesbitt
J. Hammond","xx
xx
xx","xx
xx
xx","106
106
106",9,
18199,,Apr 16,J.J. Barniville,A. Cunningham,xx,xx,105,28,
,,,,,,,,,
,,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE,
18200,,Apr 16,A. Cunningham,A. Cunningham,xx,xx,106,24,
18201,,Apr 16,J.E.A. Steggall,,,,,79,
18202,,Apr 16,C.E. Youngman,J. Macmillan,xx,xx,106,79,
18203,,Apr 16,P.J. Heawood,P.J. Heawood,xx,xx,108,41,
18204,,Apr 16,F.G.W. Brown,"F.G.W. Brown
W.F. Beard","xx
xx","xx
xx","107
107",41,
18205,,Apr 16,W.F. Beard,"H.W.L. Hime
W.F. Beard","xx
xx","xx
xx","106
106",41,
18206,,Apr 16,T. Lakshmana,"J. Macmillan
T. Lakshmana","xx
xx","xx
xx","108
108",41,
18207,,Apr 16,A FormerContributor,F.G.W. Brown,xx,xx,106,47,
18208,,Apr 16,E.G. Hogg,"S.F. Kirby
E.G. Hogg
F. Glanville Taylor","xx
xx
xx","xx
xx
xx","106
106
107",45,
18209,,Apr 16,V.V. Satyanarayan,J. Macmillan,xx,xx,105,41,
18210,,Apr 16,R.W. Genese,W.J. Johnston,xx,xx,106,75,
18211,,Apr 16,T.R.,S.F. Kirby,xx,xx,106,41,
18212,,May 16,J.E.A. Steggall,,,,,11,
18213,,May 16,C.M. Ross,C.M. Ross,xx,xx,107,53,
18214,,May 16,A. Anderson,C.M. Ross,xx,xx,106,46,
18215,,May 16,T. Muir,T. Muir,xx,xx,106,25,
18216,,May 16,W.E.H. Berwick,,,,,10,
18217,,May 16,Norman Alliston,N. Alliston,xx,xx,106,9,
18218,,May 16,B. Howarth,"A. Cunningham (ps)
A. Cunningham(cont.)","xx
xx","xx
xx","106
107",9,
18219,,May 16,E.J. Nanson,A. Cunningham,xx,xx,106,22,
18220,,May 16,F.G.W. Brown,Norman Alliston,xx,xx,109,78,
18221,,May 16,J. Hammond,,,,,78,
18222,,May 16,C.E. Youngman,,,,,86,
18223,,May 16,R.F. Davis,W.F. Beard,xx,xx,106,89,
18224,,May 16,S.F. Kirby,H.W.L. Hime,xx,xx,106,45,
18225,,May 16,T. Lakshmana,C.E. Youngman,xx,xx,107,41,
18226,,May 16,T. Roach,,,,,41,
18227,,May 16,E.J. Nanson,"C.E. Youngman
E.J. Nanson","xx
xx","xx
xx","106
106",41,
18228,,May 16,W.F. Beard,"C.E. Youngman
M.A. Giblett","xx
xx","xx
xx","106
106",41,
18229,,May 16,R.W. Genese,"W.J. Johnston
R.W. Genese","xx
xx","xx
xx","106
106",17,
18230,,Jun 16,"D. Biddle
[Corrected MQ106]",C.T. Whitmell,xx,xx,106,92,
18231,,Jun 16,R.W. Genese,"K.B. Madhava
A.M. Nesbitt
K.J. Sanjána
C.M. Ross
S.F. Kirby
R.W. Genese","xx
xx
xx
xx
xx
xx","xx
xx
xx
xx
xx
xx","107
107
107
107
107
107",53,
18232,,Jun 16,S.F. Kirby,"K.J. Sanjána
S.F. Kirby","xx
xx","xx
xx","107
107",53,
18233,,Jun16,T. Muir,"T. Muir
C.M. Ross","xx
xx","xx
xx","107
107",25,
18234,,Jun 16,J.E.A. Steggall,,,,,8,
18235,,Jun 16,A. Cunningham,A. Cunningham,xx,xx,107,41,
18236,,Jun 16,J.J. Barniville,J. Hammond,xx,xx,106,22,
18237,,Jun 16,C.M. Ross,A. Cunningham,xx,xx,106,22,
18238,,Jun 16,Prof. Lauvernay,,,,,74,
18239,,Jun 16,C.E. Youngman,C.E. Youngman,xx,xx,109,84,
18240,,Jun 16,W.F. Beard,,,,,45,
18241,,Jun 16,"A.M. Nesbitt
[Suggested by 18150]",,,,,45,
18242,,Jun 16,R.F. Davis,"W.F. Beard
A.M. Nesbitt
S.F. Kirby","xx
xx
xx","xx
xx
xx","106
106
106",41,
18243,,Jun 16,H.D. Drury,"J. Macmillan
E.G. Hogg
H.D. Drury","xx
xx
xx","xx
xx
xx","106
106
106",41,
18244,,Jun 16,F.G.W. Brown,F.G.W. Brown,xx,xx,109,41,
18245,,Jun 16,T. Lakshmana,M.A. Giblett,xx,xx,106,41,
18246,,Jun 16,E.G. Hogg,W.F. Beard,xx,xx,106,41,
18247,,Jun 16,E.J. Nanson,,,,,75,
18248,,Jul 16,C.M. Ross,"C.E. Wright
C.M. Ross
E.J. Nanson","xx
xx
xx","xx
xx
xx","106
106
107",53,
18249,,Jul 16,T. Muir,"T. Muir
C.M. Ross","xx
xx","xx
xx","106
106",25,
,,,,,,,,,
,,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE,
18250,,Jul 16,C.M. Ross,C.M. Ross,xx,xx,107,25,
18251,,Jul 16,D. Biddle,"A. Cunningham
D. Biddle","xx
xx","xx
xx","107
107",9,
18252,,Jul 16,J.J. Barniville,"A. Cunningham
C.M. Ross
A. Anderson
J.E.A. Steggall","xx
xx
xx
xx","xx
xx
xx
xx","106
106
106
107",22,
18253,,Jul 16,B. Howarth,A. Cunningham,xx,xx,106,9,
18254,,Jul 16,Norman Alliston,E.J. Nanson,xx,xx,108,25,
18255,,Jul 16,E.J. Nanson,"W.F. Beard
C.M. Ross","xx
xx","xx
xx","106
106",22,
18256,,Jul 16,E.J. Nanson,C.M. Ross,xx,xx,106,22,
18257,,Jul 16,C.E. Youngman,C.E. Youngman,xx,xx,108,41,
18258,,Jul 16,A.M. Nesbitt,A.M. Nesbitt,xx,xx,106,48,
18259,,Jul 16,F. Glanville Taylor,"F.G. Taylor
S.F. Kirby","xx
xx","xx
xx","106
106",44,
18260,,Jul 16,C.E. Youngman,,,,,86,
18261,,Jul 16,W.F. Beard,"E.J. Nanson
A.M. Nesbitt (ps)
C.E. Youngman
R.W. Genese","xx
xx
xx
xx","xx
xx
xx
xx","107
107
107
107",45,
18262,,Jul 16,T. Lakshmana,,,,,47,
18263,,Jul 16,W.F. Beard,"M.A. Giblett
W.F. Beard","xx
xx","xx
xx","106
106",41,
18264,,Jul 16,F.G.W. Brown,F.G.W. Brown,xx,xx,107,41,
18265,,Jul 16,E.G. Hogg,E.G. Hogg,xx,xx,106,44,
18266,,Aug 16,R.W. Genese,R.W. Genese,xx,xx,107,51,
18267,,Aug 16,C.M. Ross,E.J. Nanson,xx,xx,108,53,
18268,,Aug 16,T. Muir,"T. Muir
C.M. Ross","xx
xx","xx
xx","106
106",25,
18269,,Aug 16,B. Howarth,A. Cunningham,xx,xx,106,9,
18270,,Aug 16,J.J. Barniville,"A. Cunningham
J.J. Barniville","xx
xx","xx
xx","107
107",28,
18271,,Aug 16,E.J. Nanson,"A. Cunningham
C.M. Ross","xx
xx","xx
xx","108
108",22,
18272,,Aug 16,A.M. Nesbitt,"E.J. Nanson
A.M. Nesbitt","xx
xx","xx
xx","107
107",79,
18273,,Aug 16,J. Hammond,E.J. Nanson,xx,xx,107,79,
18274,,Aug 16,C.E. Youngman,,,,,79,
18275,,Aug 16,C. Cochez,"C.E. Wright
E.J. Nanson","xx
xx","xx
xx","108
108",86,
18276,,Aug 16,W.F. Beard,"T.R. Lee
S.F. Kirby
W.F. Beard","xx
xx
xx","xx
xx
xx","106
106
106",86,
18277,,Aug 16,S.F. Kirby,,,,,79,
18278,,Aug 16,T. Lakshmana,,,,,47,
18279,,Aug 16,C.M. Ross,"Norman Alliston
C.M. Ross","xx
xx","xx
xx","109
109",41,
18280,,Aug 16,E.G. Hogg,,,,,41,
18281,,Aug 16,A.M. Nesbitt,"H.W.L. Hime
A.M. Nesbitt","xx
xx","xx
xx","107
107",41,
18282,,Aug 16,W.F. Beard,W.F. Beard,xx,xx,107,86,
18283,,Aug 16,E.J. Nanson,H.W.L. Hime,xx,xx,106,25,
18284,,Sep 16,C.M. Ross,"E.J. Nanson
C.M. Ross","xx
xx","xx
xx","107
107",53,
18285,,Sep 16,J.L.S. Hatton,"C.M. Ross
T. Muir
E.J. Nanson","xx
xx
xx","xx
xx
xx","107
107
107",25,
18286,,Sep 16,D. Biddle,"A. Cunningham
Norman Alliston
J. Hammond","xx
xx
xx","xx
xx
xx","107
107
107",9,
18287,,Sep 16,B. Howarth,A. Cunningham,xx,xx,106,9,
18288,,Sep 16,"Prebendary Whitworth
[FromChoice & Chance]","A. Cunningham
Norman Alliston","xx
xx","xx
xx","106
106",10,
18289,,Sep 16,E.J. Nanson,C.M. Ross,xx,xx,107,22,
18290,,Sep 16,A.M. Nesbitt,,,,,79,
18291,,Sep 16,C.E. Youngman,K.J. Sanjána,xx,xx,107,41,
18292,,Sep 16,A.M. Nesbitt,"C.E. Wright
S.F. Kirby","xx
xx","xx
xx","107
107",86,
18293,,Sep 16,C.E. Youngman,"E.J. Nanson j.s. with
A.M. Nesbitt
S.F. Kirby","xx
xx
xx","xx
xx
xx","107
107
107",45,
18294,,Sep 16,S.F. Kirby,,,,,41,
18295,,Sep 16,W.F. Beard,"W.F. Beard
K.J. Sanjána","xx
xx","xx
xx","107
107",86,
18296,,Sep 16,E.J. Nanson,"C.E. Youngman
E.J. Nanson","xx
xx","xx
xx","106
106",41,
18297,,Sep 16,E.G. Hogg,"C.E. Wright
E.G. Hogg","xx
xx","xx
xx","107
107",41,
18298,,Sep 16,W.F. Beard,A.M. Nesbitt,xx,xx,107,41,
18299,,Sep 16,M. Krishna Pillai,M. Krishna Pillai,xx,xx,106,41,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE,
