,,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE,
11025,44,May 91,Elizabeth Blackwood,,,,,13,
11026,44,May 91,J.J. Barniville,,59,U 12.06,,6,
11027,44,May 91,H.W. Segar,,,,,44,
11028,44,May 91,J. Brill,,,,,46,
11029,44,May 91,R. Chartres,"R. Chartres
E.M. Langley","44
44","Dec 91
Dec 91","56
56",41,
11030,44,May 91,J.J. Walker,G.B.M. Zerr,xx,xx,56,66,
11031,MQ,Vol. 55,G.B.M. Zerr,G.B.M. Zerr,xx,xx,55,14,
11032,MQ,Vol. 55,G.B.M. Zerr,G.B.M. Zerr,xx,xx,55,14,
11033,MQ,Vol. 55,G.B.M. Zerr,G.B.M. Zerr,xx,xx,55,14,
11034,MQ,Vol. 55,G.B.M. Zerr,G.B.M. Zerr,xx,xx,55,14,
11035,MQ,Vol. 55,G.B.M. Zerr,G.B.M. Zerr,xx,xx,55,14,
11036,MQ,Vol. 55,G.B.M. Zerr,G.B.M. Zerr,xx,xx,55,14,
11037,MQ,Vol. 55,G.B.M. Zerr,G.B.M. Zerr,xx,xx,55,14,
11038,MQ,Vol. 55,G.B.M. Zerr,G.B.M. Zerr,xx,xx,55,14,
11039,44,Jun 91,J.J. Sylvester,E.J. Nanson,58,Aug 05,84,96,
11040,44,Jun 91,S. Haughton,,,,,19,
11041,44,Jun 91,Prof. Morel,"R. Knowles
B. Chakravarti","xx
xx","xx
xx","57
57",48,
11042,44,Jun 91,Prof. Catalan,"G.R. Dick
S. Narayana Aiyar
G.N. Watson","61
61
61","Feb 08
Feb 08
Feb 08","89
89
89",6,
11043,44,Jun 91,Prof. Neuberg,"G. de Longchamps
Prof. Neuberg","44
44","Aug 91
Aug 91","56
56",44,
11044,44,Jun 91,G.B.M. Zerr,,,,,14,
11045,44,Jun 91,Prof. Morley,Henry Riddell,59,Nov 06,86,41,
11046,44,Jun 91,V. Ramaswami Aiyar,,,,,10,
11047,44,Jun 91,E. Lampe,,,,,48,
11048,44,Jun 91,R.W. Genese,"W.J. Dobbs
G.B.M. Zerr","44
44","Sep 91
Sep 91","56
56",48,
11049,44,Jun 91,J. Wolstenholme,"J.C. Swaminarayan
Krishna Prasad De","xx
xx","xx
xx","95
95",45,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE,
11050,44,Jun 91,W.K. Clifford,,61,U 02/08,,46,
11051,44,Jun 91,W.H.H. Hudson,S.C. Bagchi,59,Sep 06,86,18,
11052,44,Jun 91,F. Purser,"V. Ramaswami Aiyar
G.B.M. Zerr","44
44","Dec 91
Dec 91","56
56",41,
11053,44,Jun 91,Prof. Mukhopadhyay,H.W. Curjel,xx,xx,60,79,
11054,44,Jun 91,P.H. Schoute,"G.B.M. Zerr
V. Ramaswami Aiyar
N. Sarkar","44
44
xx","Dec 91
Dec 91
xx","56
xx
56",46,
11055,44,Jun 91,Christine Ladd,,,,,45,
11056,44,Jun 91,Matilal Mallik,"G.B.M. Zerr
R. Chartres","44
44","Sep 91
Sep 91","56
56",47,
11057,44,Jun 91,B.O. Peirce,,59,U 11/06,,6,
11058,44,Jun 91,M.W. Crofton,,,,,14,
11059,44,Jun 91,Editor,"I. Arnold
Ignacio Beyens","44
44","Oct 91
Oct 91","56
56",41,
11060,44,Jun 91,T.P. Kirkman,,,,,71pk,
11061,44,Jun 91,H. MacColl,H. MacColl,44,Aug 91,56,13,
11062,44,Jun 91,D. Biddle,"H.W. Curjel
Prof. Radhakrishnan","xx
xx","xx
xx","57
57",8,
11063,44,Jun 91,A. Martin,H.W. Curjel,xx,xx,59,13,
11064,44,Jun 91,W.J. Greenstreet,"G.B.M. Zerr
Prof. Shields","46
xx","May 93
xx","59
59",41,
11065,44,Jun 91,J. Arnold,"W.J. Dobbs
F.P. Matz","44
44","Sep 91
Sep 91","56
56",47,
11066,44,Jun 91,R. Tucker,"H.R. Norris
H.W. Curjel","44
44","Oct 91
Oct 91","56
56",48,
11067,44,Jun 91,H.J. Woodall,E.B. Escott,62,Nov 09,92,9,
11068,44,Jun 91,Elizabeth Blackwood,,63,U 03/10,,8,
11069,44,Jun 91,J.J. Barniville,H.W. Curjel,53,Oct 00,74,9,
11070,44,Jun 91,J.J. Walker,,59,U 01/06,,66,
11071,44,Jun 91,Col. A.R. Clarke,,59,U 08/06,,14,
11072,44,Jun 91,T.R. Terry,T.R. Terry,xx,xx,57,22,
11073,44,Jun 91,F.M. Shields,,,,,46,
11074,44,Jun 91,J. Griffiths,,,,,41,
11075,44,Jun 91,R.P. Kathern,H.J. Woodall,xx,xx,74,3,
11076,44,Jun 91,D.J. Williams,"H.W. Curjel
B. Chakravarti","xx
xx","xx
xx","56
56",6,
11077,44,Jun 91,G.F. Howse,"H.W. Curjel
B. Chakravarti","xx
xx","xx
xx","64
64",17,
11078,44,Jun 91,Alice Gordon,"M. Mallik
Alice Gordon","xx
xx","xx
xx","57
57",3,
11079,44,Jun 91,D. Edwardes,,57,U 10/04,,51,
11080,44,Jun 91,R. Chartres,R. Chartres,xx,xx,57,61,
11081,44,Jun 91,R.W.D. Christie,,,,,9,
11082,44,Jun 91,Morgan Brierley,"G.B.M. Zerr
N. Sarkar","44
44","Sep 91
Sep 91","56
56",41,
11083,44,Jun 91,R. Knowles,"H.R. Norris
W.J. Dobbs
T.R. Terry","44
44
xx","Sep 91
Sep 91
xx","56
xx
56",45,
11084,44,Jul 91,J.J. Sylvester,R.W.D. Christie,44,Sep 91,56,9,
11085,44,Jul 91,A. Cayley,,,,,53,
11086,44,Jul 91,W.K. Clifford,,59,U 11/06,,6,
11087,44,Jul 91,P.H. Schoute,,,,,46,
11088,44,Jul 91,J. Wolstenholme,,,,,45,
11089,44,Jul 91,V. Ramaswami Aiyar,V. Ramaswami Aiyar,xx,xx,58,45,
11090,44,Jul 91,Matilal Mallik,Sebastian Sircom,46,Mar 93,59,61,
11091,44,Jul 91,Prof. Neuberg,H.W. Curjel,50,Sep 97,68,44,
11092,44,Jul 91,F.M. Shields,"G.B.M. Zerr
Prof. Aiyar","46
46","Jan 93
Jan 93","59
59",4,
11093,44,Jul 91,G.B.M. Zerr,G.B.M. Zerr,xx,xx,56,14,
11094,44,Jul 91,H.L. Orchard,"G.B.M. Zerr
H.W. Curjel","44
44","Oct 91
Oct 91","56
56",46,
11095,44,Jul 91,E. Lampe,"G.B.M. Zerr
H. Fortey","44
xx","Sep 91
xx","56
56",44,
11096,44,Jul 91,Prof. Gelin,"J.C. St. Clair
W.J. Greenstreet
E. Catalan","44
44
xx","Aug 91
Aug 91
xx","56
56
56",10,
11097,44,Jul 91,Prof. Servais,,,,,43,
11098,44,Jul 91,Prof. Morley,C.E. Youngman,59,May 06,85,41,
11099,44,Jul 91,Prof. Gay,P.H. Schoute,xx,xx,57,44,
,,,,,,,,,
,,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE,
11100,44,Jul 91,Prof. Marijon,,,,,47,
11101,44,Jul 91,Prof. Leheup,"W.J. Greenstreet
J.C. St. Clair","xx
xx","xx
xx","56
56",44,
11102,44,Jul 91,Editor,,,,,12,
11103,44,Jul 91,D. Biddle,G.B.M. Zerr,44,Sep 91,56,44,
11104,44,Jul 91,H. MacColl,Hugh MacColl,44,Dec 91,56,6,
11105,44,Jul 91,I. Arnold,"G.B. Zerr
I. Arnold","44
44","Oct 91
Oct 91","56
56",17,
11106,44,Jul 91,L.J. Rogers,Algebra,xx,xx,109,9,
11107,44,Jul 91,Morgan Brierley,"G.B.M. Zerr
Ignacio Beyens","xx
xx","xx
xx","56
56",9,
11108,44,Jul 91,R. Tucker,R. Tucker,45,Nov 92,58,41,
11109,44,Jul 91,A. Gordon,H.W. Curjel,xx,xx,58,22,
11110,44,Jul 91,R.W.D. Christie,"R.W.D. Christie
A.H. Bell","60
60","Aug 07
Aug 07","88
88",22,
11111,44,Jul 91,D. Edwardes,,,,,46,
11112,44,Jul 91,J.J. Barniville,,59,U 08/06,,9,
11113,44,Jul 91,G.F. Howse,"J.C. St. Clair
N. Sarkar","xx
xx","xx
xx","57
57",41,
11114,44,Jul 91,H.J. Woodall,,59,U 10/06,,23,
11115,44,Jul 91,W.J. Greenstreet,,66,U 10/13,,44,
11116,44,Jul 91,H. Sewell,,60,U 05/07,,96,
11117,44,Jul 91,R. Chartres,"R. Chartres
A.M. Nash","xx
xx","xx
xx","56
56",53,
11118,44,Jul 91,J. Brill,T.R. Terry,44,Aug 91,56,44,
11119,44,Jul 91,T. Roach,"W.J. Greenstreet
Prof. Morel
T. Roach
J.C. St. Clair","44
44
44
44","Sep 91
Sep 91
Sep 91
Sep 91","56
56
xx
xx",48,
11120,44,Jul 91,J.J. Walker,,61,U 01/08,,47,
11121,44,Jul 91,G. Heppel,A.J. Pressland,xx,xx,56,47,
11122,44,Jul 91,E.B. Elliott,H.W. Curjel,xx,xx,68,46,
11123,44,Jul 91,W.J. McClelland,,,,,31,
11124,MQ,Vol. 55,G.B.M. Zerr,G.B.M. Zerr,xx,xx,55,13,
11125,MQ,Vol. 55,G.B.M. Zerr,G.B.M. Zerr,xx,xx,55,14,
11126,MQ,Vol. 55,G.B.M. Zerr,G.B.M. Zerr,xx,xx,55,14,
11127,MQ,Vol. 55,G.B.M. Zerr,G.B.M. Zerr,xx,xx,55,14,
11128,MQ,Vol. 55,G.B.M. Zerr,G.B.M. Zerr,xx,xx,55,13,
11129,MQ,Vol. 55,G.B.M. Zerr,G.B.M. Zerr,xx,xx,55,13,
11130,MQ,Vol. 55,G.B.M. Zerr,G.B.M. Zerr,xx,xx,55,13,
11131,MQ,Vol. 55,G.B.M. Zerr,G.B.M. Zerr,xx,xx,55,13,
11132,MQ,Vol. 55,G.B.M. Zerr,G.B.M. Zerr,xx,xx,55,13,
11133,MQ,Vol. 55,G.B.M. Zerr,G.B.M. Zerr,xx,xx,55,13,
11134,MQ,Vol. 55,G.B.M. Zerr,G.B.M. Zerr,xx,xx,55,13,
11135,MQ,Vol. 55,G.B.M. Zerr,G.B.M. Zerr,xx,xx,55,13,
11136,MQ,Vol. 55,G.B.M. Zerr,G.B.M. Zerr,xx,xx,55,14,
11137,MQ,Vol. 55,G.B.M. Zerr,G.B.M. Zerr,xx,xx,55,14,
11138,MQ,Vol. 55,G.B.M. Zerr,G.B.M. Zerr,xx,xx,55,14,
11139,MQ,Vol. 55,G.B.M. Zerr,G.B.M. Zerr,xx,xx,55,13,
11140,MQ,Vol. 55,G.B.M. Zerr,G.B.M. Zerr,xx,xx,55,14,
11141,MQ,Vol. 55,G.B.M. Zerr,G.B.M. Zerr,xx,xx,55,14,
11142,MQ,Vol. 55,G.B.M. Zerr,G.B.M. Zerr,xx,xx,55,14,
11143,MQ,Vol. 55,G.B.M. Zerr,G.B.M. Zerr,xx,xx,55,13,
11144,MQ,Vol. 55,G.B.M. Zerr,G.B.M. Zerr,xx,xx,55,14,
11145,MQ,Vol. 55,G.B.M. Zerr,G.B.M. Zerr,xx,xx,55,14,
11146,MQ,Vol. 55,G.B.M. Zerr,G.B.M. Zerr,xx,xx,55,14,
11147,MQ,Vol. 55,G.B.M. Zerr,G.B.M. Zerr,xx,xx,55,14,
11148,MQ,Vol. 55,G.B.M. Zerr,G.B.M. Zerr,xx,xx,55,14,
11149,MQ,Vol. 55,G.B.M. Zerr,G.B.M. Zerr,xx,xx,55,13,
,,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE,
11150,MQ,Vol. 55,G.B.M. Zerr,G.B.M. Zerr,xx,xx,55,14,
11151,MQ,Vol. 55,G.B.M. Zerr,G.B.M. Zerr,xx,xx,55,14,
11152,MQ,Vol. 55,G.B.M. Zerr,G.B.M. Zerr,xx,xx,55,14,
11153,MQ,Vol. 55,G.B.M. Zerr,G.B.M. Zerr,xx,xx,55,14,
11154,44,Aug 91,J.J. Sylvester,"H.W. Curjel
K.J. Sanjána","49
49","Oct 96
Oct 96","66
66",23,
11155,44,Aug 91,E. Lampe,,,,,5,
11156,44,Aug 91,J. Wolstenholme,"H.E. Soper
Prof. Madhavarao
G.B.M. Zerr","xx
xx
xx","xx
xx
xx","57
57
57",53,
11157,44,Aug 91,M.W. Crofton,,59,U 06/06,,33,
11158,44,Aug 91,S. Haughton,,59,U 11/06,,6,
11159,44,Aug 91,Prof. Neuberg,"H.E. Soper
R. Knowles","xx
xx","xx
xx","57
57",61,
11160,44,Aug 91,F.M. Shields,,60,U 06/07,,41,
11161,44,Aug 91,G.M. Minchin,"D. Edwardes
Prof. Aiyar","44
44","Dec 91
Dec 91","56
56",51,
11162,44,Aug 91,G.B.M. Zerr,"G.B.M. Zerr
H.J. Woodall
R. Knowles","54
xx
xx","Sep 01
xx
xx","76
58
58",48,
11163,44,Aug 91,Prof. Morley,"H.E. Soper
J.C. St. Clair","44
44","Dec 91
Dec 91","56
56",44,
11164,44,Aug 91,Prof. Steggall,,61,U 02/08,,19,
11165,44,Aug 91,W.K. Clifford,H.W. Curjel,45,Jul 92,58,17,
11166,44,Aug 91,Prof. Morel,D. Biddle (ps),64,Jan 10,95,47,
11167,44,Aug 91,Prof. Mannheim,"H.J. Woodall
Prof. Gophar","45
45","Jan 92
Jan 92","57
57",44,
11168,44,Aug 91,Prof. G. de Longchamps,"J.C. St. Clair
R. Knowles","44
44","Oct 91
Oct 91","56
56",41,
11169,44,Aug 91,H.L. Orchard,"I. Arnold
G.B.M. Zerr","44
44","Nov 91
Nov 91","56
56",76,
11170,44,Aug 91,R.W. Genese,"R. Knowles
Prof. Aiyar","xx
xx","xx
xx","56
56",86,
11171,44,Aug 91,Prof. Niewenglowski,"J.C. St. Clair
N. Sarkar","45
45","Apr 92
Apr 92","57
57",41,
11172,44,Aug 91,Prof. Brouilhet,H.W. Curjel,xx,xx,57,56,
11173,44,Aug 91,Prof. Laisant,"W.J. Greenstreet
M. Brierley","45
45","Nov 92
Nov 92","58
58",48,
11174,44,Aug 91,Prof. Bernés,"G.G. Morrice
B. Chakravarti","44
xx","Oct 91
xx","56
56",41,
11175,44,Aug 91,Prof. Lemoine,T.R. Terry,44,Oct 91,56,41,
11176,44,Aug 91,Prof. Gob,,,,,41,
11177,44,Aug 91,Prof. Brocard,H.W. Curjel,46,Apr 93,59,41,
11178,44,Aug 91,Prof. Meurice,,,,,41,
11179,44,Aug 91,Prof. Lancelot,"H.W. Curjel
Nilkantha Sarkar
Prof. Krishnamacharry","49
49
xx","Jul 96
Jul 96
xx","66
xx
66",44,
11180,44,Aug 91,Prof. Tissot,"J.C. St. Clair
N. Sarkar","44
44","Oct 91
Oct 91","56
56",45,
11181,44,Aug 91,Prof. Bénézech,"H.W. Curjel
G.B.M. Zerr","xx
xx","xx
xx","58
58",9,
11182,44,Aug 91,Editor,"T.R. Terry
E.M. Langley","44
44","Nov 91
Nov 91","56
56",41,
11183,44,Aug 91,R. Tucker,"R. Tucker
Prof. Gophar","xx
xx","xx
xx","57
57",44,
11184,44,Aug 91,W.J.C. Sharp,"T.R. Terry
Prof. Curtis","xx
xx","xx
xx","57
57",45,
11185,44,Aug 91,R.W.D. Christie,H.J. Woodall,xx,xx,58,9,
11186,44,Aug 91,H. MacColl,R. Curtis,xx,xx,57,7,
11187,44,Aug 91,J.J. Walker,,,,,44,
11188,44,Aug 91,A. Martin,,63,U 03/10,,46,
11189,44,Aug 91,T.R. Terry,T.R. Terry,xx,xx,57,22,
11190,44,Aug 91,H.J. Jacobs,"T.R. Terry
E. Rutter","45
45","Jan 92
Jan 92","57
57",2,
11191,44,Aug 91,T. Roach,"T.R. Terry
D. Edwardes","xx
xx","xx
xx","57
57",86,
11192,44,Aug 91,J.J. Barniville,,60,U 01/07,,22,
10193,44,Aug 91,G.F. Howse,G.F. Howse,xx,xx,68,17,
11194,44,Aug 91,R. Chartres,"G.B.M. Zerr
R.F. Davis
R. Chartres","45
46
xx","Jan 92
Jun 93
xx","57
59
57",41,
11195,44,Aug 91,M. Brierley,,,,,92,
11196,44,Aug 91,A. Gordon,,,,,46,
11197,44,Aug 91,W.J. Greenstreet,"H.W. Curjel
Prof. Mukhopadhyay","49
49","Jul 96
Jul 96","66
66",89,
11198,44,Aug 91,H. Sewell,T. Muir,xx,xx,93,9,
11199,44,Aug 91,C.L. Peirce,,61,U 06/08,,17,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE,
11200,44,Aug 91,H.J. Woodall,,,,,44,
11201,44,Aug 91,G.S. Carr,G.B.M. Zerr,xx,xx,57,66,
11202,44,Sep 91,J.J. Sylvester,,,,,9,
11203,44,Sep 91,B.O. Pierce,"R. Curtis
Matilal Mallik","45
xx","Jan 92
xx","57
57",79,
11204,44,Sep 91,Prof. Déprez,,,,,48,
11205,44,Sep 91,Prof. Besso,"J.M. Stoops
R. Knowles","44
44","Dec 91
Dec 91","56
56",41,
11206,44,Sep 91,Prof. Madhavarao,H.W. Curjel,46,Apr 93,59,12,
11207,44,Sep 91,Nilkantha Sarkar,"D. Biddle
D. Edwardes","44
44","Nov 91
Nov 91","56
56",18,
11208,44,Sep 91,Ignacio Beyens,,,,,41,
11209,44,Sep 91,Franz Rogel,Franz Rogel,44,Nov 91,56,6,
11210,44,Sep 91,Matilal Mallik,"Ratram Aiyar
J.C. St. Clair","45
45","Jan 92
Jan 92","57
57",41,
11211,44,Sep 91,Christine Ladd,"J.C. St. Clair
Prof. Mallik
A.M. Nash","44
44
xx","Dec 91
Dec 91
xx","56
56
56",41,
11212,44,Sep 91,Prof. Harkema,"A. Anderson
S.F. Kirby
K.J. Sanjána","xx
xx
xx","xx
xx
xx","108
108
108",48,
11213,44,Sep 91,C.B.S. Cavallin,"J.C. St. Clair
H.W. Curjel","xx
xx","xx
xx","57
57",44,
11214,44,Sep 91,B. Chakravarti,"D. Edwardes
Prof. Aiyar","xx
xx","xx
xx","57
57",17,
11215,44,Sep 91,Prof. Lemoine,"A. Droz-Farny
K.J. Sanjána
W.F. Beard
C.E. Youngman","60
60
xx
62","Oct 07
Oct 07
xx
Jan 09","88
88
88
91",41,
11216,44,Sep 91,Prof. Bernés,"H.W. Curjel
Prof. Radhakrishnan","xx
xx","xx
xx","64
64",41,
11217,44,Sep 91,Prof. Gob,,59,U 07/06,,41,
11218,44,Sep 91,R.W. Genese,R.F. Davis,45,Sep 92,58,41,
11219,44,Sep 91,Prof. Sollertinsky,,,,,41,
11220,44,Sep 91,Prof. Niewenglowski,,,,,41,
11221,44,Sep 91,E. Catalan,"H.W. Curjel
B. Chakravarti","45
45","Jan 92
Jan 92","57
57",51,
11222,44,Sep 91,Prof. Morley,E. Fenwick,xx,xx,109,41,
11223,44,Sep 91,Prof. Mukhopadhyay,H.W. Curjel,46,Jun 93,59,17,
11224,44,Sep 91,J. Wolstenholme,,62,U 01/09,,46,
11225,44,Sep 91,F.M. Shields,"G.B.M. Zerr
Ignacio Beyens","xx
xx","xx
xx","61
61",41,
11226,44,Sep 91,Prof. G. de Longchamps,"J.C. St. Clair
H.W. Curjel","44
44","Nov 91
Nov 91","56
56",79,
11227,44,Sep 91,Prof. Mannheim,"R. Knowles
N. Sarkar","xx
xx","xx
xx","57
57",41,
11228,44,Sep 91,G.B.M. Zerr,G.B.M. Zerr,xx,xx,60,14,
11229,44,Sep 91,Prof. Neuberg,"G.B.M. Zerr
Prof. Mukhopadhyay","xx
xx","xx
xx","57
57",41,
11230,44,Sep 91,M.W. Crofton,"T.R. Terry
H.W. Curjel","44
44","Dec 91
Dec 91","56
56",17,
11231,44,Sep 91,J.C. Malet,"J.C. St. Clair
D. Edwardes","44
44","Nov 91
Nov 91","56
56",45,
11232,44,Sep 91,Editor,"T.R. Terry
J.M. Stoops","xx
xx","xx
xx","57
57",41,
11233,44,Sep 91,D. Biddle,,61,U 06/08,,44,
11234,44,Sep 91,R. Tucker,R. Tucker,44,Nov 91,56,41,
11235,44,Sep 91,H. MacColl,,59,U 12/06,,13,
11236,44,Sep 91,H. Sewell,,,,,96,
11237,44,Sep 91,J.L. Mackenzie,,61,U 08/08,,13,
11238,44,Sep 91,H.F. Davis,H.F. Davis,xx,xx,57,1,
11239,44,Sep 91,T. Roach,"J.M. Stoops
H.W. Curjel","44
44","Dec 91
Dec 91","56
56",86,
11240,44,Sep 91,R. Knowles,"J.C. St. Clair
B. Chakravarti","xx
xx","xx
xx","58
58",41,
11241,44,Sep 91,J.J. Barniville,"T.R. Terry
H.W. Curjel","xx
xx","xx
xx","57
57",61,
11242,44,Sep 91,W.J. Greenstreet,R.F. Davis,45,Oct 92,58,41,
11243,44,Sep 91,Morgan Brierley,Morgan Brierley,45,Oct 92,58,41,
11244,44,Sep 91,A.J. Pressland,"G.E. Crawford
V. Ramaswami Aiyar
W.F. Beard","xx
xx
61","xx
xx
Aug 08","89
89
90",41,
11245,44,Sep 91,R.W.D. Christie,,,,,12,
11246,44,Sep 91,Elizabeth Blackwood,G.B.M. Zerr,46,Oct 93,60,13,
11247,44,Sep 91,H. Briggs,"T.R. Terry
M. Brierley","45
45","Jan 92
Jan 92","57
57",6,
11248,44,Oct 91,J.J. Sylvester,,62,U 03/09,,6,
11249,44,Oct 91,R.W. Genese,H.W. Curjel,44,Dec 91,56,45,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
NUM,ET VOL,DATE,PROPOSER,SOLVERS,ET VOL,DATE,MQ VOL,TYPE,
11250,44,Oct 91,M.W. Crofton,,61,U 02/08,,51,
11251,44,Oct 91,G. de Longchamps,"V. Ramaswami Aiyar
Madam Thérèse","45
45","Jan 92
Jan 92","57
57",48,
11252,44,Oct 91,Prof. Gob,,59,U 08/06,,41,
11253,44,Oct 91,Prof. Neuberg,"J. Rice
R. Knowles","45
45","Jan 92
Jan 92","57
57",41,
11254,44,Oct 91,Prof. Tissot,"H.W. Curjel
Prof. Radhakinshnan","45
45","Mar 92
Mar 92","57
57",45,
11255,44,Oct 91,J.C. Malet,"R.W. Genese
H.G. Dawson","xx
xx","xx
xx","57
57",22,
11256,44,Oct 91,Prof. Aiyar,R.W. Genese,44,Dec 91,56,86,
11257,44,Oct 91,F.M. Shields,"W.J. Greenstreet
G.B.M. Zerr","xx
xx","xx
xx","60
60",2,
11258,44,Oct 91,Prof. Madhavarao,,59,U 08/06,,44,
11259,44,Oct 91,W.K. Clifford,A.M. Nash,45,Feb 92,57,44,
10260,44,Oct 91,E. Catalan,R.W. Genese,xx,xx,57,41,
11261,44,Oct 91,Prof. Keelhoff,"G.B.M. Zerr
W.J. Greenstreet","45
45","Jul 92
Jul 92","58
58",44,
11262,44,Oct 91,Prof. Mukhopadhyay,P.T. Stephenson,xx,xx,91,45,
11263,44,Oct 91,J. Wolstenholme,H.W. Curjel,xx,xx,59,61,
11264,44,Oct 91,G.B.M. Zerr,G.BM. Zerr,55,Mar 02,77,44,
11265,44,Oct 91,Prof. Harkema,,92,U 04/09,,92,
11266,44,Oct 91,C.B.S. Cavallin,W.J. Greenstreet,xx,xx,58,48,
11267,44,Oct 91,B. Chakravarti,,92,U 01/09,,22,
11268,44,Oct 91,Prof. Lemoine,,,,,48,
11269,44,Oct 91,N. Sarkar,"C. Morgan
Ratram Aiyar","45
45","Apr 92
Apr 92","57
57",41,
11270,44,Oct 91,B.O. Pierce,,61,U 08/08,,17,
11271,44,Oct 91,Editor,"D. Biddle
V. Ramaswami Aiyar","44
xx","Dec 91
xx","56
59",47,
11272,44,Oct 91,G.H. Bryan,"H.W. Curjel
E. Lampe","49
49","Jul 96
Jul 96","66
66",17,
11273,44,Oct 91,A.E. Daniels,G.B.M. Zerr,xx,xx,58,48,
11274,44,Oct 91,G.E. Crawford,"H.W. Curjel
N. Sarkar","xx
xx","xx
xx","57
57",46,
11275,44,Oct 91,R. Tucker,,,,,41,
11276,44,Oct 91,D. Edwardes,H.W. Curjel,xx,xx,58,22,
11277,44,Oct 91,H.J. Woodall,"H.J. Woodall
Prof. Coondoo","xx
xx","xx
xx","64
64",68,
11278,44,Oct 91,D. Biddle,"G.B.M. Zerr
D. Biddle","45
45","Feb 92
xx","58
58",56,
11279,44,Oct 91,T. Roach,T. Roach,xx,xx,58,6,
11280,44,Oct 91,Morgan Brierley,L.J. Serin,59,Jul 06,85,17,
11281,44,Oct 91,A.J. Pressland,H.W. Curjel,46,Sep 93,60,86,
11282,44,Oct 91,R. Knowles,"G.B.M. Zerr
B. Chakravarti","xx
xx","xx
xx","61
61",44,
11283,44,Oct 91,H.W. Pyddoke,H.W. Pyddoke,45,Feb 92,57,9,
11284,44,Oct 91,E.M. Langley,"I. Arnold
J. Rice","45
45","Mar 92
Mar 92","57
57",41,
11285,44,Oct 91,A.J. Pressland,"R. Knowles
C.B.S. Cavallin","xx
xx","xx
xx","57
57",48,
11286,44,Oct 91,John Griffiths,,,,,43,
11287,44,Oct 91,R. Knowles,"H.W. Curjel
Prof. Mukhopadhyay","xx
xx","xx
xx","58
58",61,
11288,44,Nov 91,J.J. Sylvester,,,,,9,
11289,44,Nov 91,V. Ramaswami Aiyar,"Sonti V. Ramamurty
M.T. Naraniengar","xx
xx","xx
xx","91
91",17,
11290,44,Nov 91,Prof. Morley,,63,U 01/10,,44,
11291,44,Nov 91,H.L. Orchard,H.W. Curjel,xx,xx,59,18,
11292,44,Nov 91,J.C Malet,,65,U 03/12,,45,
11293,44,Nov 91,J. Wolstenholme,,,,,44,
